wins,wins_without_guess,time_elapsed,samples_considered,samples_with_solutions,difficulty,sample_size,use_num_mines_constraint,first_click_pos,first_click_is_zero,parameters_id
239,225,6.686928033828735,823,795,Beginner (9x9),11x11,True,"(3, 3)",True,1
239,222,8.139930486679077,854,825,Beginner (9x9),11x11,True,"(3, 3)",True,1
238,222,9.546054601669312,847,818,Beginner (9x9),11x11,True,"(3, 3)",True,1
243,224,6.952526330947876,859,824,Beginner (9x9),11x11,True,"(3, 3)",True,1
218,175,86.05511522293091,2156,2053,Intermediate (16x16),18x18,True,"(3, 3)",True,2
206,176,92.96077489852905,2166,2053,Intermediate (16x16),18x18,True,"(3, 3)",True,2
243,228,8.12429928779602,822,799,Beginner (9x9),11x11,True,"(3, 3)",True,1
210,182,86.18010234832764,2206,2104,Intermediate (16x16),18x18,True,"(3, 3)",True,2
241,220,6.858788013458252,850,819,Beginner (9x9),11x11,True,"(3, 3)",True,1
214,178,106.08464860916138,2170,2077,Intermediate (16x16),18x18,True,"(3, 3)",True,2
216,183,93.64821219444275,2136,2051,Intermediate (16x16),18x18,True,"(3, 3)",True,2
219,185,84.24277234077454,2205,2109,Intermediate (16x16),18x18,True,"(3, 3)",True,2
239,225,6.18696928024292,836,809,Beginner (9x9),11x11,True,"(3, 3)",True,1
210,172,106.61585187911987,2205,2094,Intermediate (16x16),18x18,True,"(3, 3)",True,2
240,231,10.295995950698853,825,802,Beginner (9x9),11x11,True,"(3, 3)",True,1
215,178,100.47575330734253,2143,2035,Intermediate (16x16),18x18,True,"(3, 3)",True,2
82,36,595.4645571708679,4787,4266,Expert (16x30),18x32,True,"(3, 3)",True,3
242,229,11.217789888381958,849,825,Beginner (9x9),11x11,True,"(3, 3)",True,1
94,39,607.9947309494019,4823,4298,Expert (16x30),18x32,True,"(3, 3)",True,3
87,31,656.006249666214,4836,4298,Expert (16x30),18x32,True,"(3, 3)",True,3
241,232,10.092887163162231,796,779,Beginner (9x9),11x11,True,"(3, 3)",True,1
98,42,658.521657705307,4706,4171,Expert (16x30),18x32,True,"(3, 3)",True,3
217,174,97.66351342201233,2213,2108,Intermediate (16x16),18x18,True,"(3, 3)",True,2
244,231,7.624346733093262,786,766,Beginner (9x9),11x11,True,"(3, 3)",True,1
80,33,644.4916293621063,4743,4196,Expert (16x30),18x32,True,"(3, 3)",True,3
207,170,90.25789046287537,2173,2055,Intermediate (16x16),18x18,True,"(3, 3)",True,2
239,223,11.905229091644287,849,823,Beginner (9x9),11x11,True,"(3, 3)",True,1
92,32,694.4248442649841,4886,4333,Expert (16x30),18x32,True,"(3, 3)",True,3
222,189,94.17942643165588,2211,2134,Intermediate (16x16),18x18,True,"(3, 3)",True,2
238,222,11.655251741409302,845,818,Beginner (9x9),11x11,True,"(3, 3)",True,1
82,42,649.7568066120148,4889,4367,Expert (16x30),18x32,True,"(3, 3)",True,3
220,184,89.03924751281738,2136,2033,Intermediate (16x16),18x18,True,"(3, 3)",True,2
238,225,6.6244330406188965,817,791,Beginner (9x9),11x11,True,"(3, 3)",True,1
212,183,87.6799886226654,2162,2077,Intermediate (16x16),18x18,True,"(3, 3)",True,2
209,170,97.8978636264801,2185,2085,Intermediate (16x16),18x18,True,"(3, 3)",True,2
234,223,11.31153154373169,833,804,Beginner (9x9),11x11,True,"(3, 3)",True,1
88,43,674.7390732765198,4746,4168,Expert (16x30),18x32,True,"(3, 3)",True,3
220,184,119.30228877067566,2144,2048,Intermediate (16x16),18x18,True,"(3, 3)",True,2
237,226,7.921197414398193,823,798,Beginner (9x9),11x11,True,"(3, 3)",True,1
209,172,87.00817537307739,2159,2033,Intermediate (16x16),18x18,True,"(3, 3)",True,2
85,27,643.85111784935,4669,4122,Expert (16x30),18x32,True,"(3, 3)",True,3
233,220,11.217788934707642,831,797,Beginner (9x9),11x11,True,"(3, 3)",True,1
87,39,619.6031937599182,4564,4078,Expert (16x30),18x32,True,"(3, 3)",True,3
199,162,85.55518221855164,2159,2034,Intermediate (16x16),18x18,True,"(3, 3)",True,2
240,224,8.577389478683472,835,805,Beginner (9x9),11x11,True,"(3, 3)",True,1
101,43,621.4936711788177,4898,4378,Expert (16x30),18x32,True,"(3, 3)",True,3
219,175,91.4765613079071,2213,2099,Intermediate (16x16),18x18,True,"(3, 3)",True,2
