wins,wins_without_guess,time_elapsed,samples_considered,samples_with_solutions,difficulty,sample_size,use_num_mines_constraint,first_click_pos,first_click_is_zero,parameters_id
4,4,0.21872305870056152,16,15,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,5,0.2655911445617676,16,16,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,5,0.3280830383300781,20,20,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,5,0.40619516372680664,19,19,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,4,0.4530661106109619,20,18,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,5,0.4843142032623291,15,15,Beginner (9x9),11x11,True,"(3, 3)",True,1
3,3,0.5311832427978516,19,17,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,5,0.5936713218688965,12,12,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,5,0.6561615467071533,14,14,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,5,0.6717829704284668,17,17,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,4,0.8123903274536133,19,18,Beginner (9x9),11x11,True,"(3, 3)",True,1
4,4,2.140338659286499,36,35,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,5,2.5309133529663086,46,46,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,4,0.4843122959136963,21,20,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,4,2.6246509552001953,40,39,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,5,0.18747425079345703,17,17,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,4,2.3434340953826904,44,43,Intermediate (16x16),18x18,True,"(3, 3)",True,2
3,2,4.655625104904175,54,48,Intermediate (16x16),18x18,True,"(3, 3)",True,2
4,4,0.17185044288635254,16,15,Beginner (9x9),11x11,True,"(3, 3)",True,1
4,3,2.687138080596924,45,41,Intermediate (16x16),18x18,True,"(3, 3)",True,2
4,4,7.124039649963379,44,43,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,5,2.73400616645813,45,45,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,4,0.6717855930328369,16,15,Beginner (9x9),11x11,True,"(3, 3)",True,1
4,2,8.358253002166748,48,46,Intermediate (16x16),18x18,True,"(3, 3)",True,2
4,4,8.451988220214844,49,49,Intermediate (16x16),18x18,True,"(3, 3)",True,2
4,3,0.6717827320098877,16,14,Beginner (9x9),11x11,True,"(3, 3)",True,1
2,1,9.342495679855347,85,78,Expert (16x30),18x32,True,"(3, 3)",True,3
4,4,9.030033111572266,35,31,Intermediate (16x16),18x18,True,"(3, 3)",True,2
3,3,8.170774221420288,47,44,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,4,0.45305967330932617,17,15,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,5,2.312190294265747,40,40,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,3,0.3593306541442871,21,19,Beginner (9x9),11x11,True,"(3, 3)",True,1
3,3,10.201751470565796,40,39,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,5,0.49993443489074707,18,18,Beginner (9x9),11x11,True,"(3, 3)",True,1
4,4,2.0622222423553467,39,38,Intermediate (16x16),18x18,True,"(3, 3)",True,2
4,4,12.748286008834839,52,48,Intermediate (16x16),18x18,True,"(3, 3)",True,2
1,1,12.88889217376709,76,69,Expert (16x30),18x32,True,"(3, 3)",True,3
3,3,0.7811453342437744,15,13,Beginner (9x9),11x11,True,"(3, 3)",True,1
1,0,13.513803482055664,66,52,Expert (16x30),18x32,True,"(3, 3)",True,3
5,5,0.20310163497924805,18,18,Beginner (9x9),11x11,True,"(3, 3)",True,1
2,1,15.560407638549805,94,86,Expert (16x30),18x32,True,"(3, 3)",True,3
5,3,2.74963116645813,48,46,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,3,0.29683494567871094,20,18,Beginner (9x9),11x11,True,"(3, 3)",True,1
3,2,2.468416452407837,45,42,Intermediate (16x16),18x18,True,"(3, 3)",True,2
4,3,9.014412879943848,44,41,Intermediate (16x16),18x18,True,"(3, 3)",True,2
3,3,1.8122546672821045,37,34,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,4,0.6405394077301025,18,17,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,4,8.639461278915405,50,49,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,5,0.7030315399169922,16,16,Beginner (9x9),11x11,True,"(3, 3)",True,1
4,3,2.187206983566284,32,29,Intermediate (16x16),18x18,True,"(3, 3)",True,2
4,3,11.264108657836914,46,44,Intermediate (16x16),18x18,True,"(3, 3)",True,2
1,0,16.02908968925476,97,81,Expert (16x30),18x32,True,"(3, 3)",True,3
5,5,0.8748831748962402,17,17,Beginner (9x9),11x11,True,"(3, 3)",True,1
2,1,19.341145277023315,119,110,Expert (16x30),18x32,True,"(3, 3)",True,3
5,5,0.3124561309814453,19,19,Beginner (9x9),11x11,True,"(3, 3)",True,1
3,1,12.88888955116272,83,72,Expert (16x30),18x32,True,"(3, 3)",True,3
4,4,3.1089584827423096,48,47,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,5,0.2187199592590332,18,18,Beginner (9x9),11x11,True,"(3, 3)",True,1
4,2,1.9841086864471436,42,38,Intermediate (16x16),18x18,True,"(3, 3)",True,2
2,1,20.43474578857422,86,73,Expert (16x30),18x32,True,"(3, 3)",True,3
5,4,1.9684865474700928,41,39,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,4,0.42182064056396484,21,21,Beginner (9x9),11x11,True,"(3, 3)",True,1
4,4,7.889561653137207,44,42,Intermediate (16x16),18x18,True,"(3, 3)",True,2
4,4,0.6717844009399414,17,16,Beginner (9x9),11x11,True,"(3, 3)",True,1
3,2,3.0620875358581543,53,50,Intermediate (16x16),18x18,True,"(3, 3)",True,2
1,0,13.21696662902832,83,74,Expert (16x30),18x32,True,"(3, 3)",True,3
5,5,0.26558852195739746,17,17,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,5,2.3434386253356934,41,41,Intermediate (16x16),18x18,True,"(3, 3)",True,2
2,1,17.77885365486145,112,105,Expert (16x30),18x32,True,"(3, 3)",True,3
5,5,0.140608549118042,16,16,Beginner (9x9),11x11,True,"(3, 3)",True,1
2,1,21.684579849243164,104,93,Expert (16x30),18x32,True,"(3, 3)",True,3
5,4,2.077845811843872,44,43,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,5,0.2187197208404541,17,17,Beginner (9x9),11x11,True,"(3, 3)",True,1
3,1,15.904109001159668,102,96,Expert (16x30),18x32,True,"(3, 3)",True,3
5,5,3.140200614929199,48,48,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,5,0.15623092651367188,15,15,Beginner (9x9),11x11,True,"(3, 3)",True,1
1,1,11.279732704162598,93,85,Expert (16x30),18x32,True,"(3, 3)",True,3
4,3,11.685925483703613,43,39,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,5,1.7966322898864746,40,40,Intermediate (16x16),18x18,True,"(3, 3)",True,2
1,1,16.84148406982422,100,88,Expert (16x30),18x32,True,"(3, 3)",True,3
5,5,0.4686872959136963,15,15,Beginner (9x9),11x11,True,"(3, 3)",True,1
1,0,14.904242992401123,117,103,Expert (16x30),18x32,True,"(3, 3)",True,3
4,4,0.6717860698699951,15,14,Beginner (9x9),11x11,True,"(3, 3)",True,1
3,3,2.5152857303619385,40,36,Intermediate (16x16),18x18,True,"(3, 3)",True,2
3,2,2.296565532684326,42,38,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,5,0.26558828353881836,19,19,Beginner (9x9),11x11,True,"(3, 3)",True,1
3,1,20.98154902458191,106,93,Expert (16x30),18x32,True,"(3, 3)",True,3
4,4,0.17185211181640625,14,13,Beginner (9x9),11x11,True,"(3, 3)",True,1
2,1,13.185723304748535,95,88,Expert (16x30),18x32,True,"(3, 3)",True,3
5,4,2.609025001525879,47,46,Intermediate (16x16),18x18,True,"(3, 3)",True,2
2,0,45.80633354187012,106,96,Expert (16x30),18x32,True,"(3, 3)",True,3
5,4,0.18747305870056152,17,16,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,5,2.609020471572876,47,47,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,4,0.23434782028198242,18,17,Beginner (9x9),11x11,True,"(3, 3)",True,1
3,1,11.529696702957153,83,80,Expert (16x30),18x32,True,"(3, 3)",True,3
4,4,2.046597957611084,40,39,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,5,0.18747711181640625,13,13,Beginner (9x9),11x11,True,"(3, 3)",True,1
2,2,16.21656560897827,95,89,Expert (16x30),18x32,True,"(3, 3)",True,3
4,4,2.374677896499634,38,38,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,5,0.2187206745147705,14,14,Beginner (9x9),11x11,True,"(3, 3)",True,1
0,0,35.135892391204834,71,57,Expert (16x30),18x32,True,"(3, 3)",True,3
4,4,1.8591234683990479,42,41,Intermediate (16x16),18x18,True,"(3, 3)",True,2
4,4,0.21872162818908691,19,18,Beginner (9x9),11x11,True,"(3, 3)",True,1
2,1,51.977375745773315,90,83,Expert (16x30),18x32,True,"(3, 3)",True,3
3,2,54.94572877883911,88,78,Expert (16x30),18x32,True,"(3, 3)",True,3
2,0,54.82074284553528,112,99,Expert (16x30),18x32,True,"(3, 3)",True,3
4,3,2.0778446197509766,40,37,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,5,1.1404707431793213,16,16,Beginner (9x9),11x11,True,"(3, 3)",True,1
0,0,46.91555666923523,90,82,Expert (16x30),18x32,True,"(3, 3)",True,3
5,5,0.6405386924743652,15,15,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,3,10.873535633087158,52,51,Intermediate (16x16),18x18,True,"(3, 3)",True,2
2,2,43.83784627914429,79,73,Expert (16x30),18x32,True,"(3, 3)",True,3
1,1,14.404312372207642,71,61,Expert (16x30),18x32,True,"(3, 3)",True,3
5,4,1.3279461860656738,18,17,Beginner (9x9),11x11,True,"(3, 3)",True,1
4,2,12.701415300369263,104,100,Expert (16x30),18x32,True,"(3, 3)",True,3
4,4,0.9373741149902344,17,16,Beginner (9x9),11x11,True,"(3, 3)",True,1
3,1,19.528619289398193,111,98,Expert (16x30),18x32,True,"(3, 3)",True,3
5,5,0.2343437671661377,16,16,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,5,1.9059927463531494,37,37,Intermediate (16x16),18x18,True,"(3, 3)",True,2
0,0,15.88848614692688,96,83,Expert (16x30),18x32,True,"(3, 3)",True,3
5,5,0.15623116493225098,13,13,Beginner (9x9),11x11,True,"(3, 3)",True,1
4,3,6.733468294143677,35,34,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,4,2.280944585800171,40,39,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,4,0.4374418258666992,18,17,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,5,1.9528591632843018,37,37,Intermediate (16x16),18x18,True,"(3, 3)",True,2
1,1,42.2443106174469,80,73,Expert (16x30),18x32,True,"(3, 3)",True,3
