wins,wins_without_guess,time_elapsed,samples_considered,samples_with_solutions,samples_solve_duration_total,difficulty,sample_size,use_num_mines_constraint,first_click_pos,first_click_is_zero,naive_alg_steps,parameters_id,task_id
4,4,0.019125699996948242,22,21,0.0025720596313476562,Beginner (9x9),11x11,True,,True,0,3,3
2,2,0.023123502731323242,19,14,0.002721071243286133,Beginner (8x8),10x10,True,,True,0,1,1
2,0,0.030742406845092773,25,15,0.004332542419433594,Beginner (8x8),10x10,True,,False,0,2,2
2,1,0.03448820114135742,25,15,0.0028896331787109375,Beginner (9x9),11x11,True,,False,0,4,4
4,3,0.031873464584350586,29,26,0.005095958709716797,Beginner (8x8),10x10,True,,True,1,9,9
4,1,0.0341036319732666,32,27,0.004969596862792969,Beginner (8x8),10x10,True,,False,1,10,10
5,5,0.03577852249145508,22,22,0.009217023849487305,Beginner (9x9),11x11,True,,True,1,11,11
3,2,0.03736281394958496,26,17,0.005026102066040039,Beginner (9x9),11x11,True,,False,1,12,12
2,0,0.11661529541015625,52,40,0.011072158813476562,Intermediate (16x16),18x18,True,,False,0,6,6
2,2,0.22876572608947754,56,51,0.01800704002380371,Intermediate (16x16),18x18,True,,True,0,5,5
0,0,0.26207542419433594,29,12,0.013369321823120117,Expert (16x30),18x32,True,,False,0,8,8
3,1,0.20033836364746094,40,32,0.018079757690429688,Intermediate (16x16),18x18,True,,False,1,14,14
4,3,0.030748367309570312,28,25,0.005507469177246094,Beginner (8x8),10x10,True,,True,2,17,17
4,3,0.22053837776184082,42,40,0.021491289138793945,Intermediate (16x16),18x18,True,,True,1,13,13
4,1,0.03344249725341797,31,26,0.005038261413574219,Beginner (8x8),10x10,True,,False,2,18,18
5,5,0.039316654205322266,22,22,0.013328313827514648,Beginner (9x9),11x11,True,,True,2,19,19
3,2,0.03730034828186035,26,17,0.0054399967193603516,Beginner (9x9),11x11,True,,False,2,20,20
0,0,0.35718464851379395,72,60,0.03451991081237793,Expert (16x30),18x32,True,,True,0,7,7
3,1,0.14573407173156738,40,32,0.01739668846130371,Intermediate (16x16),18x18,True,,False,2,22,22
4,3,0.016200780868530273,28,25,0.002978801727294922,Beginner (8x8),10x10,True,,True,3,25,25
4,1,0.018011093139648438,31,26,0.0027692317962646484,Beginner (8x8),10x10,True,,False,3,26,26
5,5,0.023475170135498047,22,22,0.009344100952148438,Beginner (9x9),11x11,True,,True,3,27,27
4,3,0.22011733055114746,41,39,0.028970956802368164,Intermediate (16x16),18x18,True,,True,2,21,21
3,2,0.021819353103637695,26,17,0.0033304691314697266,Beginner (9x9),11x11,True,,False,3,28,28
0,0,0.45984601974487305,43,34,0.027647972106933594,Expert (16x30),18x32,True,,False,1,16,16
0,0,0.33023905754089355,43,34,0.023131847381591797,Expert (16x30),18x32,True,,False,2,24,24
3,1,0.11948633193969727,40,32,0.016762495040893555,Intermediate (16x16),18x18,True,,False,3,30,30
4,3,0.14361906051635742,41,39,0.021138429641723633,Intermediate (16x16),18x18,True,,True,3,29,29
4,3,0.01647043228149414,28,25,0.0029823780059814453,Beginner (8x8),10x10,True,,True,4,33,33
4,1,0.018102407455444336,31,26,0.002828359603881836,Beginner (8x8),10x10,True,,False,4,34,34
5,5,0.022954225540161133,22,22,0.009019136428833008,Beginner (9x9),11x11,True,,True,4,35,35
3,2,0.020654916763305664,26,17,0.0032258033752441406,Beginner (9x9),11x11,True,,False,4,36,36
4,3,0.11781907081604004,41,39,0.015059947967529297,Intermediate (16x16),18x18,True,,True,4,37,37
3,1,0.11580324172973633,40,32,0.01593184471130371,Intermediate (16x16),18x18,True,,False,4,38,38
0,0,0.8589231967926025,95,88,0.1588888168334961,Expert (16x30),18x32,True,,True,1,15,15
4,3,0.031070947647094727,28,25,0.005414009094238281,Beginner (8x8),10x10,True,,True,5,41,41
4,1,0.03354501724243164,31,26,0.005026102066040039,Beginner (8x8),10x10,True,,False,5,42,42
5,5,0.04283618927001953,22,22,0.01697850227355957,Beginner (9x9),11x11,True,,True,5,43,43
3,2,0.04233288764953613,26,17,0.007002830505371094,Beginner (9x9),11x11,True,,False,5,44,44
0,0,0.44959211349487305,43,34,0.036074161529541016,Expert (16x30),18x32,True,,False,3,32,32
0,0,0.31084132194519043,43,34,0.024780988693237305,Expert (16x30),18x32,True,,False,4,40,40
4,3,0.22374773025512695,41,39,0.02850651741027832,Intermediate (16x16),18x18,True,,True,5,45,45
3,1,0.20378398895263672,40,32,0.027621984481811523,Intermediate (16x16),18x18,True,,False,5,46,46
4,3,0.030616044998168945,28,25,0.00540924072265625,Beginner (8x8),10x10,True,,True,6,49,49
4,1,0.03318929672241211,31,26,0.005041599273681641,Beginner (8x8),10x10,True,,False,6,50,50
5,5,0.043076515197753906,22,22,0.017176151275634766,Beginner (9x9),11x11,True,,True,6,51,51
3,2,0.036933183670043945,26,17,0.005606174468994141,Beginner (9x9),11x11,True,,False,6,52,52
0,0,0.33606815338134766,43,34,0.028598546981811523,Expert (16x30),18x32,True,,False,5,48,48
4,3,0.21572065353393555,41,39,0.027094364166259766,Intermediate (16x16),18x18,True,,True,6,53,53
3,1,0.26659417152404785,40,32,0.036328792572021484,Intermediate (16x16),18x18,True,,False,6,54,54
0,0,1.6268935203552246,94,87,0.7213375568389893,Expert (16x30),18x32,True,,True,2,23,23
4,3,0.03144955635070801,28,25,0.0054972171783447266,Beginner (8x8),10x10,True,,True,7,57,57
4,1,0.03474688529968262,31,26,0.0051364898681640625,Beginner (8x8),10x10,True,,False,7,58,58
5,5,0.045207977294921875,22,22,0.01779770851135254,Beginner (9x9),11x11,True,,True,7,59,59
3,2,0.03809165954589844,26,17,0.005906820297241211,Beginner (9x9),11x11,True,,False,7,60,60
4,3,0.22206878662109375,41,39,0.02823042869567871,Intermediate (16x16),18x18,True,,True,7,61,61
0,0,0.5857677459716797,43,34,0.04315638542175293,Expert (16x30),18x32,True,,False,6,56,56
3,1,0.2167978286743164,40,32,0.02951812744140625,Intermediate (16x16),18x18,True,,False,7,62,62
0,0,2.0621955394744873,94,87,1.4169254302978516,Expert (16x30),18x32,True,,True,4,39,39
4,3,0.020823001861572266,28,25,0.0036051273345947266,Beginner (8x8),10x10,True,,True,,65,65
4,1,0.018780946731567383,31,26,0.0030088424682617188,Beginner (8x8),10x10,True,,False,,66,66
5,5,0.044916629791259766,22,22,0.019812345504760742,Beginner (9x9),11x11,True,,True,,67,67
3,2,0.021006107330322266,26,17,0.003642559051513672,Beginner (9x9),11x11,True,,False,,68,68
0,0,0.46271252632141113,43,34,0.036272287368774414,Expert (16x30),18x32,True,,False,7,64,64
4,3,0.11410832405090332,41,39,0.015221595764160156,Intermediate (16x16),18x18,True,,True,,69,69
3,1,0.20797300338745117,40,32,0.026552438735961914,Intermediate (16x16),18x18,True,,False,,70,70
0,0,2.6562721729278564,94,87,1.780351161956787,Expert (16x30),18x32,True,,True,3,31,31
2,1,0.024931669235229492,22,15,0.0037746429443359375,Beginner (8x8),10x10,True,,True,0,1,73
2,0,0.029103755950927734,28,16,0.0038118362426757812,Beginner (8x8),10x10,True,,False,0,2,74
4,2,0.028117895126342773,22,18,0.0034923553466796875,Beginner (9x9),11x11,True,,True,0,3,75
0,0,2.270418167114258,94,87,1.5923125743865967,Expert (16x30),18x32,True,,True,5,47,47
3,2,0.03000926971435547,20,10,0.002697467803955078,Beginner (9x9),11x11,True,,False,0,4,76
1,0,0.09755206108093262,43,32,0.011836528778076172,Intermediate (16x16),18x18,True,,True,0,5,77
1,0,0.18694543838500977,50,31,0.017078161239624023,Intermediate (16x16),18x18,True,,False,0,6,78
0,0,0.545189619064331,43,34,0.03498411178588867,Expert (16x30),18x32,True,,False,,72,72
4,2,0.02936410903930664,22,18,0.0066874027252197266,Beginner (8x8),10x10,True,,True,1,9,81
4,0,0.030609846115112305,26,18,0.0056416988372802734,Beginner (8x8),10x10,True,,False,1,10,82
5,5,0.02575063705444336,17,17,0.0038747787475585938,Beginner (9x9),11x11,True,,True,1,11,83
0,0,0.3680901527404785,65,39,0.022504568099975586,Expert (16x30),18x32,True,,True,0,7,79
4,2,0.02700042724609375,18,13,0.0029039382934570312,Beginner (9x9),11x11,True,,False,1,12,84
0,0,0.32961201667785645,31,9,0.009657144546508789,Expert (16x30),18x32,True,,False,0,8,80
3,2,0.1500415802001953,56,51,0.04072976112365723,Intermediate (16x16),18x18,True,,True,1,13,85
2,0,0.24718332290649414,53,40,0.05557131767272949,Intermediate (16x16),18x18,True,,False,1,14,86
4,2,0.03215360641479492,22,18,0.009356975555419922,Beginner (8x8),10x10,True,,True,2,17,89
4,0,0.031929731369018555,26,18,0.006928920745849609,Beginner (8x8),10x10,True,,False,2,18,90
5,5,0.026834487915039062,17,17,0.004384756088256836,Beginner (9x9),11x11,True,,True,2,19,91
4,2,0.026925086975097656,18,13,0.0030469894409179688,Beginner (9x9),11x11,True,,False,2,20,92
0,0,0.25083398818969727,37,17,0.013115882873535156,Expert (16x30),18x32,True,,False,1,16,88
2,0,0.21460437774658203,53,40,0.11241817474365234,Intermediate (16x16),18x18,True,,False,2,22,94
0,0,2.9302561283111572,94,87,1.9880292415618896,Expert (16x30),18x32,True,,True,6,55,55
3,2,0.42673826217651367,56,51,0.2143263816833496,Intermediate (16x16),18x18,True,,True,2,21,93
0,0,1.5684998035430908,94,87,1.0721185207366943,Expert (16x30),18x32,True,,True,,71,71
4,0,0.018317222595214844,26,18,0.00470733642578125,Beginner (8x8),10x10,True,,False,3,26,98
4,2,0.03522825241088867,22,18,0.012502670288085938,Beginner (8x8),10x10,True,,True,3,25,97
5,5,0.013779163360595703,17,17,0.002421140670776367,Beginner (9x9),11x11,True,,True,3,27,99
4,2,0.027689456939697266,18,13,0.0031168460845947266,Beginner (9x9),11x11,True,,False,3,28,100
1,0,1.0761442184448242,90,73,0.16597700119018555,Expert (16x30),18x32,True,,True,1,15,87
3,2,0.31729555130004883,56,51,0.2065281867980957,Intermediate (16x16),18x18,True,,True,3,29,101
0,0,0.4673175811767578,38,18,0.05519390106201172,Expert (16x30),18x32,True,,False,2,24,96
4,2,0.03409624099731445,22,18,0.01166677474975586,Beginner (8x8),10x10,True,,True,4,33,105
4,0,0.03282332420349121,26,18,0.00843954086303711,Beginner (8x8),10x10,True,,False,4,34,106
5,5,0.02570033073425293,17,17,0.0043179988861083984,Beginner (9x9),11x11,True,,True,4,35,107
1,0,0.6914942264556885,89,73,0.16600537300109863,Expert (16x30),18x32,True,,True,2,23,95
4,2,0.026740074157714844,18,13,0.003026723861694336,Beginner (9x9),11x11,True,,False,4,36,108
0,0,0.2625899314880371,38,18,0.035662174224853516,Expert (16x30),18x32,True,,False,3,32,104
2,0,0.5961666107177734,53,40,0.4006614685058594,Intermediate (16x16),18x18,True,,False,3,30,102
0,0,2.87434983253479,94,87,1.9841251373291016,Expert (16x30),18x32,True,,True,7,63,63
4,2,0.03447890281677246,22,18,0.011950492858886719,Beginner (8x8),10x10,True,,True,5,41,113
4,0,0.03346657752990723,26,18,0.008625268936157227,Beginner (8x8),10x10,True,,False,5,42,114
5,5,0.026768207550048828,17,17,0.004601001739501953,Beginner (9x9),11x11,True,,True,5,43,115
4,2,0.027158021926879883,18,13,0.003112316131591797,Beginner (9x9),11x11,True,,False,5,44,116
3,2,0.33426666259765625,56,51,0.22493624687194824,Intermediate (16x16),18x18,True,,True,4,37,109
0,0,0.42292237281799316,38,18,0.06826400756835938,Expert (16x30),18x32,True,,False,4,40,112
2,0,0.5994501113891602,53,40,0.4115757942199707,Intermediate (16x16),18x18,True,,False,4,38,110
2,0,0.32294201850891113,53,40,0.2218935489654541,Intermediate (16x16),18x18,True,,False,5,46,118
4,2,0.018505334854125977,22,18,0.006664752960205078,Beginner (8x8),10x10,True,,True,6,49,121
4,0,0.01834893226623535,26,18,0.0045621395111083984,Beginner (8x8),10x10,True,,False,6,50,122
5,5,0.013386964797973633,17,17,0.002328634262084961,Beginner (9x9),11x11,True,,True,6,51,123
4,2,0.013766765594482422,18,13,0.001657247543334961,Beginner (9x9),11x11,True,,False,6,52,124
1,0,0.7586040496826172,89,73,0.24329519271850586,Expert (16x30),18x32,True,,True,4,39,111
3,2,0.6186418533325195,56,51,0.41040921211242676,Intermediate (16x16),18x18,True,,True,5,45,117
0,0,0.41129136085510254,38,18,0.06716775894165039,Expert (16x30),18x32,True,,False,5,48,120
3,2,0.32738709449768066,56,51,0.21997547149658203,Intermediate (16x16),18x18,True,,True,6,53,125
4,2,0.01935434341430664,22,18,0.006229400634765625,Beginner (8x8),10x10,True,,True,7,57,129
4,0,0.0205075740814209,26,18,0.005322456359863281,Beginner (8x8),10x10,True,,False,7,58,130
5,5,0.014686822891235352,17,17,0.0024144649505615234,Beginner (9x9),11x11,True,,True,7,59,131
4,2,0.014405250549316406,18,13,0.001748800277709961,Beginner (9x9),11x11,True,,False,7,60,132
2,0,0.3190772533416748,53,40,0.2212982177734375,Intermediate (16x16),18x18,True,,False,6,54,126
1,0,1.3675875663757324,89,73,0.45260071754455566,Expert (16x30),18x32,True,,True,3,31,103
3,2,0.3537888526916504,56,51,0.22930192947387695,Intermediate (16x16),18x18,True,,True,7,61,133
0,0,0.49097704887390137,38,18,0.06894397735595703,Expert (16x30),18x32,True,,False,6,56,128
2,0,0.3502957820892334,53,40,0.23736786842346191,Intermediate (16x16),18x18,True,,False,7,62,134
4,2,0.034320831298828125,22,18,0.011741876602172852,Beginner (8x8),10x10,True,,True,,65,137
4,0,0.018800973892211914,26,18,0.004513740539550781,Beginner (8x8),10x10,True,,False,,66,138
4,2,0.014118432998657227,18,13,0.0016460418701171875,Beginner (9x9),11x11,True,,False,,68,140
5,5,0.025814533233642578,17,17,0.004377126693725586,Beginner (9x9),11x11,True,,True,,67,139
0,0,0.28673338890075684,38,18,0.03695249557495117,Expert (16x30),18x32,True,,False,7,64,136
1,0,1.085864543914795,89,73,0.31826162338256836,Expert (16x30),18x32,True,,True,6,55,127
1,0,1.488110065460205,89,73,0.46747517585754395,Expert (16x30),18x32,True,,True,5,47,119
3,2,0.027558565139770508,30,25,0.003286600112915039,Beginner (8x8),10x10,True,,True,0,1,145
1,1,0.02655625343322754,23,10,0.001661539077758789,Beginner (8x8),10x10,True,,False,0,2,146
3,2,0.557305097579956,56,51,0.3795657157897949,Intermediate (16x16),18x18,True,,True,,69,141
4,3,0.03450155258178711,23,15,0.003148794174194336,Beginner (9x9),11x11,True,,True,0,3,147
3,0,0.03025531768798828,21,9,0.002979278564453125,Beginner (9x9),11x11,True,,False,0,4,148
2,0,0.5989675521850586,53,40,0.4113907814025879,Intermediate (16x16),18x18,True,,False,,70,142
0,0,0.27469468116760254,38,18,0.03588271141052246,Expert (16x30),18x32,True,,False,,72,144
3,0,0.19791340827941895,48,39,0.01677870750427246,Intermediate (16x16),18x18,True,,True,0,5,149
4,3,0.025873184204101562,24,22,0.005015134811401367,Beginner (8x8),10x10,True,,True,1,9,153
1,1,0.02412247657775879,23,10,0.003049135208129883,Beginner (8x8),10x10,True,,False,1,10,154
2,0,0.2527916431427002,59,33,0.019586801528930664,Intermediate (16x16),18x18,True,,False,0,6,150
5,5,0.026265859603881836,19,19,0.0031888484954833984,Beginner (9x9),11x11,True,,True,1,11,155
3,1,0.025732755661010742,17,8,0.0024695396423339844,Beginner (9x9),11x11,True,,False,1,12,156
1,0,0.7944867610931396,89,73,0.24490618705749512,Expert (16x30),18x32,True,,True,,71,143
1,0,1.3783462047576904,89,73,0.45771098136901855,Expert (16x30),18x32,True,,True,7,63,135
5,3,0.24718236923217773,54,52,0.03531002998352051,Intermediate (16x16),18x18,True,,True,1,13,157
0,0,0.4083571434020996,85,55,0.030671119689941406,Expert (16x30),18x32,True,,False,0,8,152
4,3,0.028881549835205078,24,22,0.0070726871490478516,Beginner (8x8),10x10,True,,True,2,17,161
1,1,0.016650676727294922,23,10,0.004106760025024414,Beginner (8x8),10x10,True,,False,2,18,162
5,5,0.026581525802612305,19,19,0.003679513931274414,Beginner (9x9),11x11,True,,True,2,19,163
3,1,0.014659643173217773,17,8,0.0018575191497802734,Beginner (9x9),11x11,True,,False,2,20,164
4,1,0.3403446674346924,61,43,0.09853434562683105,Intermediate (16x16),18x18,True,,False,1,14,158
5,3,0.2556877136230469,54,52,0.049865007400512695,Intermediate (16x16),18x18,True,,True,2,21,165
4,1,0.37041664123535156,61,43,0.24174213409423828,Intermediate (16x16),18x18,True,,False,2,22,166
4,3,0.014863014221191406,24,22,0.003950595855712891,Beginner (8x8),10x10,True,,True,3,25,169
1,1,0.01985001564025879,23,10,0.00636744499206543,Beginner (8x8),10x10,True,,False,3,26,170
0,0,0.9698278903961182,111,87,0.06485962867736816,Expert (16x30),18x32,True,,True,0,7,151
5,5,0.014239311218261719,19,19,0.002088308334350586,Beginner (9x9),11x11,True,,True,3,27,171
3,1,0.027837038040161133,17,8,0.0043985843658447266,Beginner (9x9),11x11,True,,False,3,28,172
2,1,0.6373593807220459,99,88,0.07560563087463379,Expert (16x30),18x32,True,,True,1,15,159
5,3,0.1421799659729004,54,52,0.03145480155944824,Intermediate (16x16),18x18,True,,True,3,29,173
2,0,0.91957688331604,87,66,0.13940978050231934,Expert (16x30),18x32,True,,False,1,16,160
4,3,0.029048681259155273,24,22,0.007571697235107422,Beginner (8x8),10x10,True,,True,4,33,177
1,1,0.036479949951171875,23,10,0.011326789855957031,Beginner (8x8),10x10,True,,False,4,34,178
5,5,0.0232393741607666,19,19,0.003177165985107422,Beginner (9x9),11x11,True,,True,4,35,179
3,1,0.022787809371948242,17,8,0.0035915374755859375,Beginner (9x9),11x11,True,,False,4,36,180
5,3,0.2681252956390381,54,52,0.05872082710266113,Intermediate (16x16),18x18,True,,True,4,37,181
2,1,0.8288106918334961,105,97,0.27662158012390137,Expert (16x30),18x32,True,,True,3,31,175
2,0,1.090531587600708,84,64,0.37546753883361816,Expert (16x30),18x32,True,,False,2,24,168
2,1,1.3618488311767578,106,98,0.3228332996368408,Expert (16x30),18x32,True,,True,2,23,167
4,3,0.028228759765625,24,22,0.0073795318603515625,Beginner (8x8),10x10,True,,True,5,41,185
2,0,0.8771677017211914,84,64,0.43186283111572266,Expert (16x30),18x32,True,,False,3,32,176
5,5,0.013811826705932617,19,19,0.0021209716796875,Beginner (9x9),11x11,True,,True,5,43,187
3,1,0.014732837677001953,17,8,0.002704143524169922,Beginner (9x9),11x11,True,,False,5,44,188
1,1,0.035211801528930664,23,10,0.01098012924194336,Beginner (8x8),10x10,True,,False,5,42,186
5,3,0.14275503158569336,54,52,0.0368199348449707,Intermediate (16x16),18x18,True,,True,5,45,189
4,1,1.490211009979248,61,42,1.2435023784637451,Intermediate (16x16),18x18,True,,False,3,30,174
2,1,0.8890719413757324,105,97,0.28653717041015625,Expert (16x30),18x32,True,,True,4,39,183
4,3,0.017415761947631836,24,22,0.004059314727783203,Beginner (8x8),10x10,True,,True,6,49,193
1,1,0.018254995346069336,23,10,0.005777835845947266,Beginner (8x8),10x10,True,,False,6,50,194
5,5,0.01431131362915039,19,19,0.0021762847900390625,Beginner (9x9),11x11,True,,True,6,51,195
3,1,0.016017675399780273,17,8,0.002444744110107422,Beginner (9x9),11x11,True,,False,6,52,196
5,3,0.1360480785369873,54,52,0.03094792366027832,Intermediate (16x16),18x18,True,,True,6,53,197
2,1,0.8263194561004639,105,97,0.2833273410797119,Expert (16x30),18x32,True,,True,5,47,191
4,1,1.61061692237854,61,42,1.3634767532348633,Intermediate (16x16),18x18,True,,False,4,38,182
2,0,1.6623902320861816,84,64,0.8810632228851318,Expert (16x30),18x32,True,,False,4,40,184
4,3,0.02887701988220215,24,22,0.007441520690917969,Beginner (8x8),10x10,True,,True,7,57,201
1,1,0.03615117073059082,23,10,0.011253118515014648,Beginner (8x8),10x10,True,,False,7,58,202
4,1,1.6024460792541504,61,42,1.357102394104004,Intermediate (16x16),18x18,True,,False,5,46,190
5,5,0.026471853256225586,19,19,0.0037822723388671875,Beginner (9x9),11x11,True,,True,7,59,203
3,1,0.027095794677734375,17,8,0.0045070648193359375,Beginner (9x9),11x11,True,,False,7,60,204
4,1,0.9033637046813965,61,42,0.7512037754058838,Intermediate (16x16),18x18,True,,False,6,54,198
2,1,0.9234585762023926,105,97,0.28738975524902344,Expert (16x30),18x32,True,,True,6,55,199
5,3,0.2720789909362793,54,52,0.059905290603637695,Intermediate (16x16),18x18,True,,True,7,61,205
4,3,0.029428482055664062,24,22,0.00789785385131836,Beginner (8x8),10x10,True,,True,,65,209
1,1,0.032294511795043945,23,10,0.009139776229858398,Beginner (8x8),10x10,True,,False,,66,210
5,5,0.024480581283569336,19,19,0.0034341812133789062,Beginner (9x9),11x11,True,,True,,67,211
3,1,0.03006291389465332,17,8,0.00476527214050293,Beginner (9x9),11x11,True,,False,,68,212
2,0,1.6490328311920166,84,64,0.8799474239349365,Expert (16x30),18x32,True,,False,5,48,192
5,3,0.2710411548614502,54,52,0.06011056900024414,Intermediate (16x16),18x18,True,,True,,69,213
2,1,0.8339443206787109,105,97,0.2880687713623047,Expert (16x30),18x32,True,,True,7,63,207
2,0,0.9122004508972168,84,64,0.4626600742340088,Expert (16x30),18x32,True,,False,7,64,208
4,2,0.01761484146118164,26,22,0.0030031204223632812,Beginner (8x8),10x10,True,,True,0,1,217
1,1,0.01395559310913086,20,4,0.0016696453094482422,Beginner (8x8),10x10,True,,False,0,2,218
2,2,0.012135982513427734,18,15,0.0014548301696777344,Beginner (9x9),11x11,True,,True,0,3,219
2,0,0.0201871395111084,23,8,0.0020372867584228516,Beginner (9x9),11x11,True,,False,0,4,220
2,0,1.6399435997009277,84,64,0.8768682479858398,Expert (16x30),18x32,True,,False,6,56,200
1,0,0.11254572868347168,51,40,0.012831926345825195,Intermediate (16x16),18x18,True,,True,0,5,221
0,0,0.24901294708251953,57,33,0.02316594123840332,Intermediate (16x16),18x18,True,,False,0,6,222
4,1,1.614001989364624,61,42,1.3668253421783447,Intermediate (16x16),18x18,True,,False,7,62,206
4,3,0.03969764709472656,27,24,0.016404151916503906,Beginner (8x8),10x10,True,,True,1,9,225
1,1,0.03715920448303223,20,4,0.012975454330444336,Beginner (8x8),10x10,True,,False,1,10,226
0,0,0.3571891784667969,63,27,0.03777003288269043,Expert (16x30),18x32,True,,True,0,7,223
3,3,0.029626846313476562,19,17,0.007497072219848633,Beginner (9x9),11x11,True,,True,1,11,227
3,1,0.018616437911987305,21,9,0.0025773048400878906,Beginner (9x9),11x11,True,,False,1,12,228
2,1,0.14290308952331543,52,36,0.021327972412109375,Intermediate (16x16),18x18,True,,False,1,14,230
2,0,0.9194345474243164,84,64,0.4738321304321289,Expert (16x30),18x32,True,,False,,72,216
3,3,0.22318458557128906,42,40,0.03505992889404297,Intermediate (16x16),18x18,True,,True,1,13,229
4,3,0.053475141525268555,24,21,0.03099799156188965,Beginner (8x8),10x10,True,,True,2,17,233
1,1,0.06599688529968262,20,4,0.04066967964172363,Beginner (8x8),10x10,True,,False,2,18,234
4,1,1.6200666427612305,61,42,1.3688647747039795,Intermediate (16x16),18x18,True,,False,,70,214
4,3,0.039913177490234375,23,22,0.014096260070800781,Beginner (9x9),11x11,True,,True,2,19,235
4,1,0.04436945915222168,25,14,0.009565591812133789,Beginner (9x9),11x11,True,,False,2,20,236
0,0,0.6412515640258789,56,9,0.021323680877685547,Expert (16x30),18x32,True,,False,0,8,224
2,1,1.604022741317749,105,97,0.5434896945953369,Expert (16x30),18x32,True,,True,,71,215
3,3,0.2335050106048584,41,39,0.047976016998291016,Intermediate (16x16),18x18,True,,True,2,21,237
4,3,0.060372114181518555,24,21,0.0379796028137207,Beginner (8x8),10x10,True,,True,3,25,241
2,1,0.28462862968444824,51,35,0.05739641189575195,Intermediate (16x16),18x18,True,,False,2,22,238
1,0,0.49845051765441895,86,46,0.0402679443359375,Expert (16x30),18x32,True,,False,1,16,232
4,1,0.02888202667236328,25,14,0.006175041198730469,Beginner (9x9),11x11,True,,False,3,28,244
4,3,0.04413604736328125,23,22,0.018152475357055664,Beginner (9x9),11x11,True,,True,3,27,243
1,1,0.09904837608337402,20,4,0.07479643821716309,Beginner (8x8),10x10,True,,False,3,26,242
1,0,0.6356735229492188,89,66,0.13455533981323242,Expert (16x30),18x32,True,,True,1,15,231
3,3,0.13219118118286133,41,39,0.0311281681060791,Intermediate (16x16),18x18,True,,True,3,29,245
4,3,0.03238964080810547,24,21,0.019539594650268555,Beginner (8x8),10x10,True,,True,4,33,249
1,1,0.053217172622680664,20,4,0.038992881774902344,Beginner (8x8),10x10,True,,False,4,34,250
4,3,0.02276015281677246,23,22,0.009169340133666992,Beginner (9x9),11x11,True,,True,4,35,251
4,1,0.02579641342163086,25,14,0.00617527961730957,Beginner (9x9),11x11,True,,False,4,36,252
2,1,0.30451488494873047,51,35,0.0731050968170166,Intermediate (16x16),18x18,True,,False,3,30,246
3,3,0.12746095657348633,41,39,0.030371904373168945,Intermediate (16x16),18x18,True,,True,4,37,253
1,0,0.5266928672790527,85,45,0.07359790802001953,Expert (16x30),18x32,True,,False,3,32,248
2,1,0.29925036430358887,51,35,0.0737154483795166,Intermediate (16x16),18x18,True,,False,4,38,254
4,3,0.06415319442749023,24,21,0.03994917869567871,Beginner (8x8),10x10,True,,True,5,41,257
1,0,0.9714362621307373,85,45,0.11362218856811523,Expert (16x30),18x32,True,,False,2,24,240
1,1,0.10134053230285645,20,4,0.0764310359954834,Beginner (8x8),10x10,True,,False,5,42,258
4,3,0.0447382926940918,23,22,0.01831340789794922,Beginner (9x9),11x11,True,,True,5,43,259
4,1,0.04649615287780762,25,14,0.011790752410888672,Beginner (9x9),11x11,True,,False,5,44,260
3,3,0.2522432804107666,41,39,0.06143021583557129,Intermediate (16x16),18x18,True,,True,5,45,261
2,1,0.30740928649902344,51,35,0.07468891143798828,Intermediate (16x16),18x18,True,,False,5,46,262
1,0,0.5816159248352051,85,45,0.07384848594665527,Expert (16x30),18x32,True,,False,4,40,256
4,3,0.032531023025512695,24,21,0.02058124542236328,Beginner (8x8),10x10,True,,True,6,49,265
1,1,0.05182051658630371,20,4,0.03821563720703125,Beginner (8x8),10x10,True,,False,6,50,266
4,3,0.022826433181762695,23,22,0.009165287017822266,Beginner (9x9),11x11,True,,True,6,51,267
4,1,0.02478194236755371,25,14,0.006006717681884766,Beginner (9x9),11x11,True,,False,6,52,268
3,3,0.12735533714294434,41,39,0.03156542778015137,Intermediate (16x16),18x18,True,,True,6,53,269
1,0,1.7389936447143555,89,66,0.8726160526275635,Expert (16x30),18x32,True,,True,2,23,239
2,1,0.1582934856414795,51,35,0.039461612701416016,Intermediate (16x16),18x18,True,,False,6,54,270
1,0,0.5247490406036377,85,45,0.07640290260314941,Expert (16x30),18x32,True,,False,6,56,272
1,0,0.9588658809661865,85,45,0.13908791542053223,Expert (16x30),18x32,True,,False,5,48,264
4,3,0.03187084197998047,24,21,0.020099163055419922,Beginner (8x8),10x10,True,,True,7,57,273
4,3,0.023441314697265625,23,22,0.009414196014404297,Beginner (9x9),11x11,True,,True,7,59,275
4,1,0.023658275604248047,25,14,0.005959033966064453,Beginner (9x9),11x11,True,,False,7,60,276
1,1,0.09936237335205078,20,4,0.07488059997558594,Beginner (8x8),10x10,True,,False,7,58,274
3,3,0.12771964073181152,41,39,0.03140902519226074,Intermediate (16x16),18x18,True,,True,7,61,277
1,0,1.9548313617706299,89,66,1.4499785900115967,Expert (16x30),18x32,True,,True,4,39,255
2,1,0.3020792007446289,51,35,0.07308530807495117,Intermediate (16x16),18x18,True,,False,7,62,278
4,3,0.060094356536865234,24,21,0.03782773017883301,Beginner (8x8),10x10,True,,True,,65,281
1,1,0.09911441802978516,20,4,0.07486462593078613,Beginner (8x8),10x10,True,,False,,66,282
