wins,wins_without_guess,time_elapsed,samples_considered,samples_with_solutions,samples_solve_duration_total,difficulty,sample_size,use_num_mines_constraint,first_click_pos,first_click_is_zero,naive_alg_steps,parameters_id,task_id
5,1,0.023004531860351562,27,19,0.003058910369873047,Beginner (9x9),11x11,True,,False,3,28,6436
4,2,0.09712648391723633,39,34,0.01135706901550293,Intermediate (16x16),18x18,True,,True,3,29,6437
3,1,0.09010457992553711,35,28,0.016385316848754883,Intermediate (16x16),18x18,True,,False,3,30,6438
0,0,0.42466044425964355,24,10,0.2511310577392578,Expert (16x30),18x32,True,,False,2,24,6432
1,0,2.238438844680786,97,87,1.2729566097259521,Expert (16x30),18x32,True,,True,7,63,6399
4,4,0.021625280380249023,21,20,0.004173755645751953,Beginner (8x8),10x10,True,,True,4,33,6441
3,2,0.032425642013549805,19,10,0.019607067108154297,Beginner (8x8),10x10,True,,False,4,34,6442
1,0,1.7397687435150146,73,63,1.114161729812622,Expert (16x30),18x32,True,,False,,72,6408
5,4,0.031168699264526367,19,18,0.010704994201660156,Beginner (9x9),11x11,True,,True,4,35,6443
5,1,0.04049205780029297,27,19,0.0054895877838134766,Beginner (9x9),11x11,True,,False,4,36,6444
2,0,0.7382817268371582,122,107,0.17303204536437988,Expert (16x30),18x32,True,,True,2,23,6431
4,2,0.19116902351379395,39,34,0.02235579490661621,Intermediate (16x16),18x18,True,,True,4,37,6445
3,1,0.17603278160095215,35,28,0.032172203063964844,Intermediate (16x16),18x18,True,,False,4,38,6446
4,4,0.025974273681640625,21,20,0.004984140396118164,Beginner (8x8),10x10,True,,True,5,41,6449
3,2,0.0609591007232666,19,10,0.03796792030334473,Beginner (8x8),10x10,True,,False,5,42,6450
5,4,0.038428306579589844,19,18,0.012201547622680664,Beginner (9x9),11x11,True,,True,5,43,6451
1,0,2.1164770126342773,97,87,1.2480149269104004,Expert (16x30),18x32,True,,True,,71,6407
5,1,0.04109311103820801,27,19,0.005561351776123047,Beginner (9x9),11x11,True,,False,5,44,6452
0,0,0.553685188293457,24,10,0.37737035751342773,Expert (16x30),18x32,True,,False,3,32,6440
4,2,0.19077563285827637,39,34,0.022400856018066406,Intermediate (16x16),18x18,True,,True,5,45,6453
3,1,0.18085050582885742,35,28,0.03278088569641113,Intermediate (16x16),18x18,True,,False,5,46,6454
4,4,0.028884410858154297,21,20,0.0054988861083984375,Beginner (8x8),10x10,True,,True,6,49,6457
3,2,0.06651949882507324,19,10,0.04153299331665039,Beginner (8x8),10x10,True,,False,6,50,6458
5,4,0.04230475425720215,19,18,0.012691497802734375,Beginner (9x9),11x11,True,,True,6,51,6459
5,1,0.043964385986328125,27,19,0.005578756332397461,Beginner (9x9),11x11,True,,False,6,52,6460
0,0,0.5762042999267578,24,10,0.3959817886352539,Expert (16x30),18x32,True,,False,4,40,6448
2,0,0.989572286605835,122,107,0.30016589164733887,Expert (16x30),18x32,True,,True,3,31,6439
4,2,0.20192217826843262,39,34,0.0222933292388916,Intermediate (16x16),18x18,True,,True,6,53,6461
3,1,0.18816590309143066,35,28,0.035700082778930664,Intermediate (16x16),18x18,True,,False,6,54,6462
4,4,0.027461767196655273,21,20,0.005414247512817383,Beginner (8x8),10x10,True,,True,7,57,6465
3,2,0.06574082374572754,19,10,0.04071640968322754,Beginner (8x8),10x10,True,,False,7,58,6466
5,4,0.04152941703796387,19,18,0.012383222579956055,Beginner (9x9),11x11,True,,True,7,59,6467
2,0,0.9939343929290771,122,107,0.293302059173584,Expert (16x30),18x32,True,,True,4,39,6447
5,1,0.04327058792114258,27,19,0.005723714828491211,Beginner (9x9),11x11,True,,False,7,60,6468
0,0,0.6665053367614746,24,10,0.40444374084472656,Expert (16x30),18x32,True,,False,5,48,6456
4,2,0.10830163955688477,39,34,0.012913942337036133,Intermediate (16x16),18x18,True,,True,7,61,6469
3,1,0.18936896324157715,35,28,0.03403639793395996,Intermediate (16x16),18x18,True,,False,7,62,6470
4,4,0.027654170989990234,21,20,0.005464792251586914,Beginner (8x8),10x10,True,,True,,65,6473
3,2,0.05891728401184082,19,10,0.03587079048156738,Beginner (8x8),10x10,True,,False,,66,6474
5,4,0.04156351089477539,19,18,0.01252889633178711,Beginner (9x9),11x11,True,,True,,67,6475
5,1,0.04382514953613281,27,19,0.005777835845947266,Beginner (9x9),11x11,True,,False,,68,6476
0,0,0.3432321548461914,24,10,0.2346477508544922,Expert (16x30),18x32,True,,False,7,64,6472
0,0,0.6801719665527344,24,10,0.4142622947692871,Expert (16x30),18x32,True,,False,6,56,6464
3,1,0.10460829734802246,35,28,0.018928050994873047,Intermediate (16x16),18x18,True,,False,,70,6478
4,2,0.20644044876098633,39,34,0.023855924606323242,Intermediate (16x16),18x18,True,,True,,69,6477
3,2,0.02454376220703125,26,20,0.0034134387969970703,Beginner (8x8),10x10,True,,True,0,1,6481
2,0,0.03122401237487793,27,12,0.004704475402832031,Beginner (8x8),10x10,True,,False,0,2,6482
3,2,0.027556180953979492,20,16,0.004436016082763672,Beginner (9x9),11x11,True,,True,0,3,6483
4,2,0.029802560806274414,23,19,0.0028765201568603516,Beginner (9x9),11x11,True,,False,0,4,6484
2,0,1.0047402381896973,122,107,0.3478810787200928,Expert (16x30),18x32,True,,True,6,55,6463
0,0,0.313601016998291,24,10,0.21548247337341309,Expert (16x30),18x32,True,,False,,72,6480
3,1,0.12777209281921387,58,41,0.011733770370483398,Intermediate (16x16),18x18,True,,False,0,6,6486
5,3,0.23363876342773438,60,59,0.016620874404907227,Intermediate (16x16),18x18,True,,True,0,5,6485
4,2,0.03272581100463867,24,20,0.010796785354614258,Beginner (8x8),10x10,True,,True,1,9,6489
3,0,0.02789473533630371,25,15,0.0030405521392822266,Beginner (8x8),10x10,True,,False,1,10,6490
2,0,1.6822528839111328,122,107,0.545459508895874,Expert (16x30),18x32,True,,True,5,47,6455
4,4,0.036745309829711914,20,19,0.012423038482666016,Beginner (9x9),11x11,True,,True,1,11,6491
4,2,0.02747821807861328,18,15,0.0036437511444091797,Beginner (9x9),11x11,True,,False,1,12,6492
5,4,0.22602558135986328,46,45,0.01990032196044922,Intermediate (16x16),18x18,True,,True,1,13,6493
3,1,0.2359614372253418,46,31,0.04091691970825195,Intermediate (16x16),18x18,True,,False,1,14,6494
0,0,0.4170506000518799,64,41,0.03436017036437988,Expert (16x30),18x32,True,,False,0,8,6488
0,0,0.43774867057800293,67,46,0.03756904602050781,Expert (16x30),18x32,True,,True,0,7,6487
3,0,0.018414735794067383,26,16,0.002980470657348633,Beginner (8x8),10x10,True,,False,2,18,6498
5,3,0.028856754302978516,28,25,0.015487194061279297,Beginner (8x8),10x10,True,,True,2,17,6497
4,2,0.01589798927307129,18,15,0.0027506351470947266,Beginner (9x9),11x11,True,,False,2,20,6500
4,4,0.04892230033874512,20,19,0.0347745418548584,Beginner (9x9),11x11,True,,True,2,19,6499
5,4,0.12128758430480957,46,45,0.014026403427124023,Intermediate (16x16),18x18,True,,True,2,21,6501
3,1,0.16351962089538574,46,31,0.058091163635253906,Intermediate (16x16),18x18,True,,False,2,22,6502
2,0,1.576225996017456,122,107,0.5307338237762451,Expert (16x30),18x32,True,,True,7,63,6471
5,3,0.05648183822631836,28,25,0.03284025192260742,Beginner (8x8),10x10,True,,True,3,25,6505
3,0,0.02832341194152832,26,16,0.005558967590332031,Beginner (8x8),10x10,True,,False,3,26,6506
4,4,0.18724870681762695,20,19,0.16619443893432617,Beginner (9x9),11x11,True,,True,3,27,6507
4,2,0.028867721557617188,18,15,0.005274772644042969,Beginner (9x9),11x11,True,,False,3,28,6508
2,0,1.6424400806427002,122,107,0.5509145259857178,Expert (16x30),18x32,True,,True,,71,6479
5,4,0.2294025421142578,46,45,0.027908802032470703,Intermediate (16x16),18x18,True,,True,3,29,6509
1,0,0.7951576709747314,104,91,0.13786721229553223,Expert (16x30),18x32,True,,False,2,24,6504
1,0,0.895601749420166,107,95,0.26076531410217285,Expert (16x30),18x32,True,,True,2,23,6503
5,3,0.032122135162353516,28,25,0.01758599281311035,Beginner (8x8),10x10,True,,True,4,33,6513
3,0,0.01799917221069336,26,16,0.0037522315979003906,Beginner (8x8),10x10,True,,False,4,34,6514
1,0,1.1425578594207764,99,85,0.1608583927154541,Expert (16x30),18x32,True,,False,1,16,6496
4,2,0.029713153839111328,18,15,0.0053441524505615234,Beginner (9x9),11x11,True,,False,4,36,6516
1,0,1.226520299911499,102,89,0.21465349197387695,Expert (16x30),18x32,True,,True,1,15,6495
4,4,0.1139686107635498,20,19,0.10015249252319336,Beginner (9x9),11x11,True,,True,4,35,6515
3,1,0.3848845958709717,46,31,0.18932723999023438,Intermediate (16x16),18x18,True,,False,3,30,6510
5,4,0.2304532527923584,46,45,0.02783656120300293,Intermediate (16x16),18x18,True,,True,4,37,6517
5,3,0.05632305145263672,28,25,0.03312802314758301,Beginner (8x8),10x10,True,,True,5,41,6521
3,0,0.030347347259521484,26,16,0.006535053253173828,Beginner (8x8),10x10,True,,False,5,42,6522
3,1,0.3927781581878662,46,31,0.19569039344787598,Intermediate (16x16),18x18,True,,False,4,38,6518
4,2,0.029270648956298828,18,15,0.005213737487792969,Beginner (9x9),11x11,True,,False,5,44,6524
4,4,0.20947742462158203,20,19,0.1855466365814209,Beginner (9x9),11x11,True,,True,5,43,6523
5,4,0.23276352882385254,46,45,0.027657270431518555,Intermediate (16x16),18x18,True,,True,5,45,6525
1,0,0.8589522838592529,104,91,0.21797561645507812,Expert (16x30),18x32,True,,False,3,32,6512
3,1,0.3793609142303467,46,31,0.18471527099609375,Intermediate (16x16),18x18,True,,False,5,46,6526
5,3,0.05761408805847168,28,25,0.03357505798339844,Beginner (8x8),10x10,True,,True,6,49,6529
3,0,0.031047582626342773,26,16,0.0067136287689208984,Beginner (8x8),10x10,True,,False,6,50,6530
1,0,1.1372401714324951,107,95,0.4954874515533447,Expert (16x30),18x32,True,,True,4,39,6519
4,4,0.21063446998596191,20,19,0.1861095428466797,Beginner (9x9),11x11,True,,True,6,51,6531
4,2,0.01783299446105957,18,15,0.003225088119506836,Beginner (9x9),11x11,True,,False,6,52,6532
3,1,0.2010812759399414,46,31,0.10206031799316406,Intermediate (16x16),18x18,True,,False,6,54,6534
5,4,0.2280426025390625,46,45,0.027535200119018555,Intermediate (16x16),18x18,True,,True,6,53,6533
1,0,1.3818295001983643,104,91,0.38223814964294434,Expert (16x30),18x32,True,,False,4,40,6520
5,3,0.05807781219482422,28,25,0.03424882888793945,Beginner (8x8),10x10,True,,True,7,57,6537
1,0,1.787872552871704,107,95,0.8025858402252197,Expert (16x30),18x32,True,,True,3,31,6511
3,0,0.03168916702270508,26,16,0.007028341293334961,Beginner (8x8),10x10,True,,False,7,58,6538
1,0,0.8120052814483643,104,91,0.21135735511779785,Expert (16x30),18x32,True,,False,5,48,6528
4,2,0.030069828033447266,18,15,0.0053708553314208984,Beginner (9x9),11x11,True,,False,7,60,6540
5,4,0.12191343307495117,46,45,0.014748573303222656,Intermediate (16x16),18x18,True,,True,7,61,6541
4,4,0.21103286743164062,20,19,0.18657135963439941,Beginner (9x9),11x11,True,,True,7,59,6539
3,1,0.3819706439971924,46,31,0.1880950927734375,Intermediate (16x16),18x18,True,,False,7,62,6542
5,3,0.0582728385925293,28,25,0.03448367118835449,Beginner (8x8),10x10,True,,True,,65,6545
3,0,0.03172874450683594,26,16,0.006951332092285156,Beginner (8x8),10x10,True,,False,,66,6546
4,4,0.21016669273376465,20,19,0.1853938102722168,Beginner (9x9),11x11,True,,True,,67,6547
4,2,0.027051210403442383,18,15,0.005049467086791992,Beginner (9x9),11x11,True,,False,,68,6548
1,0,1.6164720058441162,107,95,0.7038557529449463,Expert (16x30),18x32,True,,True,5,47,6527
1,0,1.0005970001220703,107,95,0.4406914710998535,Expert (16x30),18x32,True,,True,6,55,6535
3,1,0.20401668548583984,46,31,0.10621976852416992,Intermediate (16x16),18x18,True,,False,,70,6550
5,4,0.23552942276000977,46,45,0.028110504150390625,Intermediate (16x16),18x18,True,,True,,69,6549
3,1,0.033975839614868164,29,21,0.006374359130859375,Beginner (8x8),10x10,True,,True,0,1,6553
1,1,0.055124759674072266,33,14,0.01255035400390625,Beginner (8x8),10x10,True,,False,0,2,6554
4,3,0.03916645050048828,31,26,0.004643917083740234,Beginner (9x9),11x11,True,,True,0,3,6555
2,1,0.0406498908996582,29,18,0.0035436153411865234,Beginner (9x9),11x11,True,,False,0,4,6556
1,0,1.4180850982666016,104,91,0.36684370040893555,Expert (16x30),18x32,True,,False,6,56,6536
5,3,0.22169232368469238,57,52,0.01679396629333496,Intermediate (16x16),18x18,True,,True,0,5,6557
2,1,0.15326905250549316,30,18,0.009227275848388672,Intermediate (16x16),18x18,True,,False,0,6,6558
1,0,1.439866304397583,104,91,0.3710362911224365,Expert (16x30),18x32,True,,False,7,64,6544
4,2,0.03810691833496094,25,22,0.013973236083984375,Beginner (8x8),10x10,True,,True,1,9,6561
1,0,1.5920069217681885,107,95,0.7584183216094971,Expert (16x30),18x32,True,,True,7,63,6543
4,1,0.0693044662475586,33,26,0.03710746765136719,Beginner (8x8),10x10,True,,False,1,10,6562
1,0,0.7695407867431641,104,91,0.20485615730285645,Expert (16x30),18x32,True,,False,,72,6552
4,4,0.0315244197845459,24,23,0.0031731128692626953,Beginner (9x9),11x11,True,,True,1,11,6563
3,1,0.052576541900634766,31,22,0.014973878860473633,Beginner (9x9),11x11,True,,False,1,12,6564
5,5,0.09807753562927246,41,41,0.008115053176879883,Intermediate (16x16),18x18,True,,True,1,13,6565
1,0,1.0001513957977295,107,95,0.4327719211578369,Expert (16x30),18x32,True,,True,,71,6551
2,2,0.15471911430358887,24,14,0.02559065818786621,Intermediate (16x16),18x18,True,,False,1,14,6566
4,2,0.03740262985229492,25,22,0.02460932731628418,Beginner (8x8),10x10,True,,True,2,17,6569
4,4,0.015450239181518555,24,23,0.001674652099609375,Beginner (9x9),11x11,True,,True,2,19,6571
3,1,0.03346681594848633,30,21,0.01483774185180664,Beginner (9x9),11x11,True,,False,2,20,6572
4,1,0.11129212379455566,32,25,0.08140039443969727,Beginner (8x8),10x10,True,,False,2,18,6570
0,0,0.6727888584136963,75,54,0.07189583778381348,Expert (16x30),18x32,True,,True,0,7,6559
5,5,0.09947776794433594,41,41,0.008616447448730469,Intermediate (16x16),18x18,True,,True,2,21,6573
0,0,0.6604394912719727,76,53,0.04834556579589844,Expert (16x30),18x32,True,,False,0,8,6560
2,2,0.20832085609436035,24,14,0.08011007308959961,Intermediate (16x16),18x18,True,,False,2,22,6574
4,2,0.1486515998840332,25,22,0.12566018104553223,Beginner (8x8),10x10,True,,True,3,25,6577
4,4,0.029533863067626953,24,23,0.0029251575469970703,Beginner (9x9),11x11,True,,True,3,27,6579
1,1,0.5141222476959229,84,67,0.05665111541748047,Expert (16x30),18x32,True,,False,1,16,6568
3,1,0.06848931312561035,30,21,0.03331637382507324,Beginner (9x9),11x11,True,,False,3,28,6580
5,5,0.09803938865661621,41,41,0.009278059005737305,Intermediate (16x16),18x18,True,,True,3,29,6581
4,1,0.22748184204101562,32,25,0.19690942764282227,Beginner (8x8),10x10,True,,False,3,26,6578
2,2,0.2671780586242676,24,14,0.13992786407470703,Intermediate (16x16),18x18,True,,False,3,30,6582
1,1,0.6384012699127197,82,65,0.18013620376586914,Expert (16x30),18x32,True,,False,2,24,6576
1,1,0.9628391265869141,90,83,0.10657668113708496,Expert (16x30),18x32,True,,True,1,15,6567
4,4,0.02928900718688965,24,23,0.0028913021087646484,Beginner (9x9),11x11,True,,True,4,35,6587
4,2,0.16424846649169922,25,22,0.14113450050354004,Beginner (8x8),10x10,True,,True,4,33,6585
3,1,0.0691213607788086,30,21,0.033583641052246094,Beginner (9x9),11x11,True,,False,4,36,6588
4,1,0.167863130569458,32,25,0.15128159523010254,Beginner (8x8),10x10,True,,False,4,34,6586
5,5,0.1830282211303711,41,41,0.01598048210144043,Intermediate (16x16),18x18,True,,True,4,37,6589
2,2,0.27234435081481934,24,14,0.14790773391723633,Intermediate (16x16),18x18,True,,False,4,38,6590
1,1,1.211343765258789,88,81,0.2657735347747803,Expert (16x30),18x32,True,,True,2,23,6575
4,2,0.16639423370361328,25,22,0.14264750480651855,Beginner (8x8),10x10,True,,True,5,41,6593
4,4,0.029401063919067383,24,23,0.0029332637786865234,Beginner (9x9),11x11,True,,True,5,43,6595
3,1,0.0689694881439209,30,21,0.033594369888305664,Beginner (9x9),11x11,True,,False,5,44,6596
1,1,0.9623708724975586,88,81,0.3548920154571533,Expert (16x30),18x32,True,,True,3,31,6583
4,1,0.25134921073913574,32,25,0.22013139724731445,Beginner (8x8),10x10,True,,False,5,42,6594
5,5,0.18504571914672852,41,41,0.016119003295898438,Intermediate (16x16),18x18,True,,True,5,45,6597
2,2,0.26981568336486816,24,14,0.16145873069763184,Intermediate (16x16),18x18,True,,False,5,46,6598
1,1,1.300999402999878,82,65,0.5674824714660645,Expert (16x30),18x32,True,,False,3,32,6584
4,2,0.1875147819519043,25,22,0.1672830581665039,Beginner (8x8),10x10,True,,True,6,49,6601
4,4,0.021360397338867188,24,23,0.002220630645751953,Beginner (9x9),11x11,True,,True,6,51,6603
3,1,0.035608768463134766,30,21,0.017548322677612305,Beginner (9x9),11x11,True,,False,6,52,6604
5,5,0.11562919616699219,41,41,0.009195327758789062,Intermediate (16x16),18x18,True,,True,6,53,6605
1,1,1.0731966495513916,82,65,0.49622154235839844,Expert (16x30),18x32,True,,False,4,40,6592
4,1,0.24364781379699707,32,25,0.21333742141723633,Beginner (8x8),10x10,True,,False,6,50,6602
2,2,0.14954185485839844,24,14,0.08153200149536133,Intermediate (16x16),18x18,True,,False,6,54,6606
1,1,1.355539321899414,88,81,0.5333445072174072,Expert (16x30),18x32,True,,True,4,39,6591
4,2,0.12002968788146973,25,22,0.10335755348205566,Beginner (8x8),10x10,True,,True,7,57,6609
4,4,0.03241610527038574,24,23,0.003233194351196289,Beginner (9x9),11x11,True,,True,7,59,6611
3,1,0.0716240406036377,30,21,0.0357518196105957,Beginner (9x9),11x11,True,,False,7,60,6612
4,1,0.24632883071899414,32,25,0.21523523330688477,Beginner (8x8),10x10,True,,False,7,58,6610
5,5,0.12429618835449219,41,41,0.011040687561035156,Intermediate (16x16),18x18,True,,True,7,61,6613
2,2,0.27954888343811035,24,14,0.15164494514465332,Intermediate (16x16),18x18,True,,False,7,62,6614
1,1,1.3586742877960205,82,65,0.5757606029510498,Expert (16x30),18x32,True,,False,5,48,6600
1,1,1.486372470855713,88,81,0.6070501804351807,Expert (16x30),18x32,True,,True,5,47,6599
1,1,1.0310328006744385,88,81,0.38684654235839844,Expert (16x30),18x32,True,,True,6,55,6607
4,2,0.16381502151489258,25,22,0.14061594009399414,Beginner (8x8),10x10,True,,True,,65,6617
4,4,0.020381927490234375,24,23,0.0021288394927978516,Beginner (9x9),11x11,True,,True,,67,6619
3,1,0.06953907012939453,30,21,0.03347015380859375,Beginner (9x9),11x11,True,,False,,68,6620
5,5,0.1151270866394043,41,41,0.010517597198486328,Intermediate (16x16),18x18,True,,True,,69,6621
4,1,0.2573225498199463,32,25,0.22461557388305664,Beginner (8x8),10x10,True,,False,,66,6618
1,1,1.3438374996185303,82,65,0.5747814178466797,Expert (16x30),18x32,True,,False,6,56,6608
2,2,0.2768557071685791,24,14,0.15220260620117188,Intermediate (16x16),18x18,True,,False,,70,6622
4,2,0.025222301483154297,24,22,0.003319263458251953,Beginner (8x8),10x10,True,,True,0,1,6625
3,1,0.030120134353637695,20,15,0.005004405975341797,Beginner (9x9),11x11,True,,True,0,3,6627
2,0,0.04021286964416504,39,21,0.008568286895751953,Beginner (8x8),10x10,True,,False,0,2,6626
3,1,0.025205612182617188,18,9,0.0023696422576904297,Beginner (9x9),11x11,True,,False,0,4,6628
2,0,0.16562104225158691,37,28,0.016978740692138672,Intermediate (16x16),18x18,True,,False,0,6,6630
3,1,0.19822049140930176,49,43,0.022890329360961914,Intermediate (16x16),18x18,True,,True,0,5,6629
1,1,0.9557723999023438,82,65,0.3636894226074219,Expert (16x30),18x32,True,,False,7,64,6616
4,3,0.013450860977172852,21,20,0.002668619155883789,Beginner (8x8),10x10,True,,True,1,9,6633
3,0,0.022259950637817383,33,22,0.007029294967651367,Beginner (8x8),10x10,True,,False,1,10,6634
5,4,0.016885757446289062,17,16,0.0037260055541992188,Beginner (9x9),11x11,True,,True,1,11,6635
4,1,0.015624761581420898,20,12,0.0017108917236328125,Beginner (9x9),11x11,True,,False,1,12,6636
1,1,1.3030815124511719,88,81,0.5283870697021484,Expert (16x30),18x32,True,,True,7,63,6615
4,2,0.13776755332946777,48,45,0.0321955680847168,Intermediate (16x16),18x18,True,,True,1,13,6637
1,1,0.8320472240447998,88,81,0.3136179447174072,Expert (16x30),18x32,True,,True,,71,6623
0,0,0.3838005065917969,38,23,0.024847745895385742,Expert (16x30),18x32,True,,False,0,8,6632
4,1,0.22181367874145508,43,37,0.044393062591552734,Intermediate (16x16),18x18,True,,False,1,14,6638
4,3,0.02622389793395996,21,20,0.006139278411865234,Beginner (8x8),10x10,True,,True,2,17,6641
3,0,0.0462033748626709,33,22,0.015774965286254883,Beginner (8x8),10x10,True,,False,2,18,6642
5,4,0.0335845947265625,17,16,0.009288549423217773,Beginner (9x9),11x11,True,,True,2,19,6643
4,1,0.03182625770568848,20,12,0.003760814666748047,Beginner (9x9),11x11,True,,False,2,20,6644
0,0,0.26614832878112793,38,24,0.05204176902770996,Expert (16x30),18x32,True,,False,1,16,6640
0,0,0.6660456657409668,79,68,0.0602726936340332,Expert (16x30),18x32,True,,True,0,7,6631
4,1,0.24230289459228516,43,37,0.0671243667602539,Intermediate (16x16),18x18,True,,False,2,22,6646
4,2,0.276766300201416,48,45,0.07362842559814453,Intermediate (16x16),18x18,True,,True,2,21,6645
4,3,0.02846503257751465,21,20,0.006906270980834961,Beginner (8x8),10x10,True,,True,3,25,6649
3,0,0.046681880950927734,33,22,0.01723504066467285,Beginner (8x8),10x10,True,,False,3,26,6650
5,4,0.036725521087646484,17,16,0.011512279510498047,Beginner (9x9),11x11,True,,True,3,27,6651
4,1,0.029764890670776367,20,12,0.0036542415618896484,Beginner (9x9),11x11,True,,False,3,28,6652
2,0,0.5966176986694336,90,81,0.11093473434448242,Expert (16x30),18x32,True,,True,1,15,6639
1,1,1.386509656906128,82,65,0.5842430591583252,Expert (16x30),18x32,True,,False,,72,6624
4,1,0.24843835830688477,43,37,0.07860159873962402,Intermediate (16x16),18x18,True,,False,3,30,6654
4,2,0.2892475128173828,48,45,0.08168244361877441,Intermediate (16x16),18x18,True,,True,3,29,6653
4,3,0.026944875717163086,21,20,0.006903171539306641,Beginner (8x8),10x10,True,,True,4,33,6657
5,4,0.03636455535888672,17,16,0.011672258377075195,Beginner (9x9),11x11,True,,True,4,35,6659
3,0,0.04587292671203613,33,22,0.017025232315063477,Beginner (8x8),10x10,True,,False,4,34,6658
4,1,0.031007766723632812,20,12,0.003638029098510742,Beginner (9x9),11x11,True,,False,4,36,6660
4,1,0.25146913528442383,43,37,0.07851696014404297,Intermediate (16x16),18x18,True,,False,4,38,6662
4,2,0.2841613292694092,48,45,0.0805203914642334,Intermediate (16x16),18x18,True,,True,4,37,6661
0,0,0.7613551616668701,37,24,0.3867485523223877,Expert (16x30),18x32,True,,False,2,24,6648
4,3,0.02736687660217285,21,20,0.00697779655456543,Beginner (8x8),10x10,True,,True,5,41,6665
3,0,0.04642915725708008,33,22,0.016976356506347656,Beginner (8x8),10x10,True,,False,5,42,6666
2,0,0.8711287975311279,88,80,0.3175234794616699,Expert (16x30),18x32,True,,True,2,23,6647
5,4,0.03670024871826172,17,16,0.011449337005615234,Beginner (9x9),11x11,True,,True,5,43,6667
4,1,0.018973112106323242,20,12,0.002500295639038086,Beginner (9x9),11x11,True,,False,5,44,6668
4,1,0.13181447982788086,43,37,0.0412445068359375,Intermediate (16x16),18x18,True,,False,5,46,6670
4,2,0.27820277214050293,48,45,0.07967090606689453,Intermediate (16x16),18x18,True,,True,5,45,6669
2,0,1.3197531700134277,88,80,0.7381837368011475,Expert (16x30),18x32,True,,True,3,31,6655
4,3,0.014213085174560547,21,20,0.0036983489990234375,Beginner (8x8),10x10,True,,True,6,49,6673
3,0,0.027723312377929688,33,22,0.00937509536743164,Beginner (8x8),10x10,True,,False,6,50,6674
5,4,0.02327704429626465,17,16,0.00673985481262207,Beginner (9x9),11x11,True,,True,6,51,6675
0,0,1.255171775817871,37,24,0.9449894428253174,Expert (16x30),18x32,True,,False,3,32,6656
4,1,0.020611286163330078,20,12,0.0024034976959228516,Beginner (9x9),11x11,True,,False,6,52,6676
4,1,0.15109658241271973,43,37,0.04921126365661621,Intermediate (16x16),18x18,True,,False,6,54,6678
4,2,0.2805969715118408,48,45,0.07989954948425293,Intermediate (16x16),18x18,True,,True,6,53,6677
0,0,1.4181489944458008,37,24,1.0397210121154785,Expert (16x30),18x32,True,,False,4,40,6664
4,3,0.026993513107299805,21,20,0.006881237030029297,Beginner (8x8),10x10,True,,True,7,57,6681
3,0,0.04681754112243652,33,22,0.017644882202148438,Beginner (8x8),10x10,True,,False,7,58,6682
5,4,0.03527116775512695,17,16,0.011266708374023438,Beginner (9x9),11x11,True,,True,7,59,6683
4,1,0.031499385833740234,20,12,0.003635883331298828,Beginner (9x9),11x11,True,,False,7,60,6684
2,0,1.3001964092254639,88,80,0.789473295211792,Expert (16x30),18x32,True,,True,5,47,6671
4,1,0.1299595832824707,43,37,0.040805816650390625,Intermediate (16x16),18x18,True,,False,7,62,6686
0,0,1.434751272201538,37,24,1.0511417388916016,Expert (16x30),18x32,True,,False,5,48,6672
4,2,0.28363728523254395,48,45,0.08042240142822266,Intermediate (16x16),18x18,True,,True,7,61,6685
4,3,0.027009010314941406,21,20,0.006921529769897461,Beginner (8x8),10x10,True,,True,,65,6689
3,0,0.04686617851257324,33,22,0.017035245895385742,Beginner (8x8),10x10,True,,False,,66,6690
5,4,0.036551475524902344,17,16,0.011584043502807617,Beginner (9x9),11x11,True,,True,,67,6691
4,1,0.03268575668334961,20,12,0.004365444183349609,Beginner (9x9),11x11,True,,False,,68,6692
2,0,2.1847078800201416,88,80,1.3409607410430908,Expert (16x30),18x32,True,,True,4,39,6663
2,0,1.2187957763671875,88,80,0.7191381454467773,Expert (16x30),18x32,True,,True,6,55,6679
4,2,0.2831711769104004,48,45,0.07940554618835449,Intermediate (16x16),18x18,True,,True,,69,6693
4,1,0.24968552589416504,43,37,0.07828283309936523,Intermediate (16x16),18x18,True,,False,,70,6694
3,1,0.02455878257751465,22,14,0.0034940242767333984,Beginner (8x8),10x10,True,,True,0,1,6697
1,0,0.030555248260498047,28,10,0.0035305023193359375,Beginner (8x8),10x10,True,,False,0,2,6698
4,4,0.028425931930541992,22,21,0.003022909164428711,Beginner (9x9),11x11,True,,True,0,3,6699
0,0,1.4392738342285156,37,24,1.065051555633545,Expert (16x30),18x32,True,,False,6,56,6680
4,2,0.034568071365356445,23,15,0.0028564929962158203,Beginner (9x9),11x11,True,,False,0,4,6700
1,0,0.13958215713500977,34,17,0.00728607177734375,Intermediate (16x16),18x18,True,,False,0,6,6702
0,0,0.22085142135620117,59,51,0.02583932876586914,Intermediate (16x16),18x18,True,,True,0,5,6701
2,0,1.3904759883880615,88,80,0.7464089393615723,Expert (16x30),18x32,True,,True,7,63,6687
4,2,0.037956953048706055,27,24,0.015247821807861328,Beginner (8x8),10x10,True,,True,1,9,6705
3,1,0.032782793045043945,27,14,0.0074083805084228516,Beginner (8x8),10x10,True,,False,1,10,6706
4,4,0.025937318801879883,16,15,0.003889799118041992,Beginner (9x9),11x11,True,,True,1,11,6707
0,0,0.5256164073944092,50,33,0.035840511322021484,Expert (16x30),18x32,True,,True,0,7,6703
