wins,wins_without_guess,time_elapsed,samples_considered,samples_with_solutions,difficulty,sample_size,use_num_mines_constraint,first_click_pos,first_click_is_zero,parameters_id
95,92,4.4527459144592285,325,316,Beginner (9x9),11x11,True,"(3, 3)",True,1
97,91,4.608983516693115,340,332,Beginner (9x9),11x11,True,"(3, 3)",True,1
93,85,4.827713251113892,344,327,Beginner (9x9),11x11,True,"(3, 3)",True,1
94,85,5.515152454376221,364,350,Beginner (9x9),11x11,True,"(3, 3)",True,1
96,88,4.7183403968811035,321,306,Beginner (9x9),11x11,True,"(3, 3)",True,1
98,91,4.390248537063599,338,329,Beginner (9x9),11x11,True,"(3, 3)",True,1
97,91,14.654991388320923,318,308,Beginner (9x9),11x11,True,"(3, 3)",True,1
96,92,15.10807752609253,335,326,Beginner (9x9),11x11,True,"(3, 3)",True,1
95,88,16.951668739318848,345,331,Beginner (9x9),11x11,True,"(3, 3)",True,1
98,90,16.404841899871826,353,337,Beginner (9x9),11x11,True,"(3, 3)",True,1
83,71,49.41763234138489,864,827,Intermediate (16x16),18x18,True,"(3, 3)",True,2
86,72,50.464418172836304,833,787,Intermediate (16x16),18x18,True,"(3, 3)",True,2
79,72,50.85501003265381,853,807,Intermediate (16x16),18x18,True,"(3, 3)",True,2
81,73,46.15228819847107,819,791,Intermediate (16x16),18x18,True,"(3, 3)",True,2
97,91,4.749591827392578,331,320,Beginner (9x9),11x11,True,"(3, 3)",True,1
97,91,4.359000205993652,332,324,Beginner (9x9),11x11,True,"(3, 3)",True,1
84,74,54.47969317436218,920,878,Intermediate (16x16),18x18,True,"(3, 3)",True,2
97,88,4.155894994735718,339,328,Beginner (9x9),11x11,True,"(3, 3)",True,1
93,80,50.917500495910645,859,830,Intermediate (16x16),18x18,True,"(3, 3)",True,2
84,69,49.308265924453735,868,831,Intermediate (16x16),18x18,True,"(3, 3)",True,2
98,90,4.437117099761963,333,323,Beginner (9x9),11x11,True,"(3, 3)",True,1
85,67,47.10532879829407,864,820,Intermediate (16x16),18x18,True,"(3, 3)",True,2
86,66,139.87861442565918,878,836,Intermediate (16x16),18x18,True,"(3, 3)",True,2
93,71,143.4720540046692,859,825,Intermediate (16x16),18x18,True,"(3, 3)",True,2
