wins,wins_without_guess,time_elapsed,samples_considered,samples_with_solutions,difficulty,sample_size,use_num_mines_constraint,first_click_pos,first_click_is_zero,parameters_id
479,456,21.68460464477539,1661,1611,Beginner (9x9),11x11,True,"(3, 3)",True,1
484,448,22.231406927108765,1672,1618,Beginner (9x9),11x11,True,"(3, 3)",True,1
477,444,24.777941942214966,1701,1643,Beginner (9x9),11x11,True,"(3, 3)",True,1
482,449,24.996662855148315,1682,1619,Beginner (9x9),11x11,True,"(3, 3)",True,1
483,461,21.49712610244751,1645,1604,Beginner (9x9),11x11,True,"(3, 3)",True,1
483,454,22.778208255767822,1635,1589,Beginner (9x9),11x11,True,"(3, 3)",True,1
432,353,246.43580865859985,4326,4130,Intermediate (16x16),18x18,True,"(3, 3)",True,2
435,368,250.2009298801422,4341,4160,Intermediate (16x16),18x18,True,"(3, 3)",True,2
416,358,259.8558921813965,4372,4157,Intermediate (16x16),18x18,True,"(3, 3)",True,2
425,350,265.77697682380676,4348,4129,Intermediate (16x16),18x18,True,"(3, 3)",True,2
476,447,23.012547731399536,1662,1609,Beginner (9x9),11x11,True,"(3, 3)",True,1
424,344,258.2623631954193,4386,4163,Intermediate (16x16),18x18,True,"(3, 3)",True,2
471,449,22.63762354850769,1656,1602,Beginner (9x9),11x11,True,"(3, 3)",True,1
442,373,259.0747969150543,4347,4167,Intermediate (16x16),18x18,True,"(3, 3)",True,2
473,444,22.996973276138306,1666,1602,Beginner (9x9),11x11,True,"(3, 3)",True,1
421,353,253.02911043167114,4347,4162,Intermediate (16x16),18x18,True,"(3, 3)",True,2
477,455,22.840741634368896,1626,1584,Beginner (9x9),11x11,True,"(3, 3)",True,1
429,356,270.9955298900604,4303,4081,Intermediate (16x16),18x18,True,"(3, 3)",True,2
418,337,263.7621190547943,4372,4133,Intermediate (16x16),18x18,True,"(3, 3)",True,2
481,455,24.449932098388672,1651,1594,Beginner (9x9),11x11,True,"(3, 3)",True,1
425,348,262.5595564842224,4393,4154,Intermediate (16x16),18x18,True,"(3, 3)",True,2
417,349,264.8718512058258,4382,4162,Intermediate (16x16),18x18,True,"(3, 3)",True,2
484,458,24.184366941452026,1681,1634,Beginner (9x9),11x11,True,"(3, 3)",True,1
419,342,254.24866008758545,4318,4097,Intermediate (16x16),18x18,True,"(3, 3)",True,2
169,67,1732.5730962753296,9623,8564,Expert (16x30),18x32,True,"(3, 3)",True,3
172,66,1707.935762643814,9233,8200,Expert (16x30),18x32,True,"(3, 3)",True,3
476,445,23.637676000595093,1627,1557,Beginner (9x9),11x11,True,"(3, 3)",True,1
192,81,1771.2089009284973,9529,8469,Expert (16x30),18x32,True,"(3, 3)",True,3
483,455,23.77831530570984,1647,1601,Beginner (9x9),11x11,True,"(3, 3)",True,1
170,85,1824.8585374355316,9635,8535,Expert (16x30),18x32,True,"(3, 3)",True,3
172,65,1844.3248851299286,9629,8529,Expert (16x30),18x32,True,"(3, 3)",True,3
478,453,24.231390714645386,1707,1651,Beginner (9x9),11x11,True,"(3, 3)",True,1
193,80,1833.2017590999603,9859,8795,Expert (16x30),18x32,True,"(3, 3)",True,3
430,353,263.62371158599854,4400,4194,Intermediate (16x16),18x18,True,"(3, 3)",True,2
439,368,256.8121249675751,4421,4241,Intermediate (16x16),18x18,True,"(3, 3)",True,2
181,64,1808.707230091095,9787,8692,Expert (16x30),18x32,True,"(3, 3)",True,3
178,65,1849.7488777637482,9633,8467,Expert (16x30),18x32,True,"(3, 3)",True,3
426,345,256.4059953689575,4491,4256,Intermediate (16x16),18x18,True,"(3, 3)",True,2
183,68,1822.0184218883514,9481,8427,Expert (16x30),18x32,True,"(3, 3)",True,3
167,55,1702.7071290016174,9598,8439,Expert (16x30),18x32,True,"(3, 3)",True,3
177,72,1615.032455444336,9635,8526,Expert (16x30),18x32,True,"(3, 3)",True,3
160,67,1440.3219695091248,9708,8653,Expert (16x30),18x32,True,"(3, 3)",True,3
186,78,1082.2752985954285,9738,8742,Expert (16x30),18x32,True,"(3, 3)",True,3
193,79,1199.9172649383545,9856,8778,Expert (16x30),18x32,True,"(3, 3)",True,3
170,60,1086.9781258106232,9508,8399,Expert (16x30),18x32,True,"(3, 3)",True,3
