wins,wins_without_guess,time_elapsed,samples_considered,samples_with_solutions,difficulty,sample_size,use_num_mines_constraint,first_click_pos,first_click_is_zero,parameters_id
25,24,0.9842932224273682,78,76,Beginner (9x9),11x11,True,"(3, 3)",True,1
22,22,1.249896764755249,90,87,Beginner (9x9),11x11,True,"(3, 3)",True,1
24,21,1.3436393737792969,89,85,Beginner (9x9),11x11,True,"(3, 3)",True,1
22,18,1.3436393737792969,87,79,Beginner (9x9),11x11,True,"(3, 3)",True,1
25,22,1.1873996257781982,89,86,Beginner (9x9),11x11,True,"(3, 3)",True,1
24,23,1.4061272144317627,92,91,Beginner (9x9),11x11,True,"(3, 3)",True,1
22,20,12.295835256576538,221,213,Intermediate (16x16),18x18,True,"(3, 3)",True,2
22,21,12.967649459838867,223,217,Intermediate (16x16),18x18,True,"(3, 3)",True,2
18,16,11.73337984085083,206,194,Intermediate (16x16),18x18,True,"(3, 3)",True,2
22,17,13.061394453048706,227,218,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,24,0.9061729907989502,78,77,Beginner (9x9),11x11,True,"(3, 3)",True,1
24,22,1.0467867851257324,81,78,Beginner (9x9),11x11,True,"(3, 3)",True,1
21,16,12.702048540115356,220,207,Intermediate (16x16),18x18,True,"(3, 3)",True,2
18,15,14.873741388320923,221,207,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,23,1.2967653274536133,82,80,Beginner (9x9),11x11,True,"(3, 3)",True,1
21,19,11.717756986618042,214,205,Intermediate (16x16),18x18,True,"(3, 3)",True,2
22,15,10.842830896377563,206,197,Intermediate (16x16),18x18,True,"(3, 3)",True,2
23,20,12.623931407928467,224,221,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,23,1.2030251026153564,81,79,Beginner (9x9),11x11,True,"(3, 3)",True,1
25,22,1.2030243873596191,82,78,Beginner (9x9),11x11,True,"(3, 3)",True,1
25,19,12.639553546905518,208,198,Intermediate (16x16),18x18,True,"(3, 3)",True,2
23,19,12.889532327651978,226,219,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,23,1.0311634540557861,73,71,Beginner (9x9),11x11,True,"(3, 3)",True,1
23,18,11.53027057647705,219,211,Intermediate (16x16),18x18,True,"(3, 3)",True,2
7,3,69.96282172203064,448,405,Expert (16x30),18x32,True,"(3, 3)",True,3
25,22,1.3280131816864014,84,82,Beginner (9x9),11x11,True,"(3, 3)",True,1
9,1,77.14971613883972,494,438,Expert (16x30),18x32,True,"(3, 3)",True,3
9,6,77.24345541000366,466,421,Expert (16x30),18x32,True,"(3, 3)",True,3
25,25,1.21864914894104,80,80,Beginner (9x9),11x11,True,"(3, 3)",True,1
8,4,76.86849188804626,511,457,Expert (16x30),18x32,True,"(3, 3)",True,3
22,17,11.092810869216919,202,193,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,23,1.6092414855957031,99,96,Beginner (9x9),11x11,True,"(3, 3)",True,1
8,3,86.7739028930664,468,410,Expert (16x30),18x32,True,"(3, 3)",True,3
21,16,11.452155113220215,218,207,Intermediate (16x16),18x18,True,"(3, 3)",True,2
22,22,0.9686641693115234,72,68,Beginner (9x9),11x11,True,"(3, 3)",True,1
8,4,98.19481158256531,466,403,Expert (16x30),18x32,True,"(3, 3)",True,3
22,20,13.592602729797363,206,198,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,22,1.3280110359191895,93,91,Beginner (9x9),11x11,True,"(3, 3)",True,1
9,3,87.02387976646423,479,423,Expert (16x30),18x32,True,"(3, 3)",True,3
10,5,66.13502836227417,456,429,Expert (16x30),18x32,True,"(3, 3)",True,3
21,19,14.436278820037842,207,189,Intermediate (16x16),18x18,True,"(3, 3)",True,2
23,22,1.3280107975006104,93,90,Beginner (9x9),11x11,True,"(3, 3)",True,1
6,2,82.16492366790771,455,410,Expert (16x30),18x32,True,"(3, 3)",True,3
12,1,92.17969608306885,517,452,Expert (16x30),18x32,True,"(3, 3)",True,3
24,21,1.5779907703399658,103,99,Beginner (9x9),11x11,True,"(3, 3)",True,1
23,18,11.10843276977539,233,224,Intermediate (16x16),18x18,True,"(3, 3)",True,2
23,20,1.2655181884765625,75,70,Beginner (9x9),11x11,True,"(3, 3)",True,1
19,15,11.092811584472656,202,189,Intermediate (16x16),18x18,True,"(3, 3)",True,2
11,4,104.33491635322571,532,479,Expert (16x30),18x32,True,"(3, 3)",True,3
23,21,1.4217579364776611,90,85,Beginner (9x9),11x11,True,"(3, 3)",True,1
22,17,11.342790842056274,217,208,Intermediate (16x16),18x18,True,"(3, 3)",True,2
22,16,12.530186414718628,226,215,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,23,1.0311667919158936,73,71,Beginner (9x9),11x11,True,"(3, 3)",True,1
19,16,12.264586687088013,234,225,Intermediate (16x16),18x18,True,"(3, 3)",True,2
22,19,14.701880693435669,205,188,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,24,1.0155396461486816,78,77,Beginner (9x9),11x11,True,"(3, 3)",True,1
11,5,92.55466938018799,549,493,Expert (16x30),18x32,True,"(3, 3)",True,3
5,2,67.88488173484802,420,371,Expert (16x30),18x32,True,"(3, 3)",True,3
20,19,12.936405658721924,219,208,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,24,1.015538215637207,84,83,Beginner (9x9),11x11,True,"(3, 3)",True,1
10,6,82.66488218307495,472,414,Expert (16x30),18x32,True,"(3, 3)",True,3
25,23,1.3436384201049805,84,81,Beginner (9x9),11x11,True,"(3, 3)",True,1
18,18,10.749093532562256,195,186,Intermediate (16x16),18x18,True,"(3, 3)",True,2
10,6,89.46118545532227,528,476,Expert (16x30),18x32,True,"(3, 3)",True,3
24,22,1.3905057907104492,84,79,Beginner (9x9),11x11,True,"(3, 3)",True,1
18,17,11.18655252456665,211,202,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,4,66.52562665939331,440,407,Expert (16x30),18x32,True,"(3, 3)",True,3
24,21,1.6873579025268555,95,92,Beginner (9x9),11x11,True,"(3, 3)",True,1
8,3,74.29059433937073,454,395,Expert (16x30),18x32,True,"(3, 3)",True,3
