wins,wins_without_guess,time_elapsed,samples_considered,samples_with_solutions,difficulty,sample_size,use_num_mines_constraint,first_click_pos,first_click_is_zero,parameters_id
25,24,1.0155305862426758,78,76,Beginner (9x9),11x11,True,"(3, 3)",True,1
22,22,1.3123805522918701,90,87,Beginner (9x9),11x11,True,"(3, 3)",True,1
24,21,1.343623161315918,89,85,Beginner (9x9),11x11,True,"(3, 3)",True,1
25,22,2.937225103378296,89,86,Beginner (9x9),11x11,True,"(3, 3)",True,1
22,18,3.140329599380493,87,79,Beginner (9x9),11x11,True,"(3, 3)",True,1
24,24,2.593508720397949,78,77,Beginner (9x9),11x11,True,"(3, 3)",True,1
24,23,4.187104940414429,92,91,Beginner (9x9),11x11,True,"(3, 3)",True,1
24,22,3.359058141708374,81,78,Beginner (9x9),11x11,True,"(3, 3)",True,1
24,23,3.780897617340088,82,80,Beginner (9x9),11x11,True,"(3, 3)",True,1
24,23,3.6246602535247803,81,79,Beginner (9x9),11x11,True,"(3, 3)",True,1
22,21,13.030025005340576,223,217,Intermediate (16x16),18x18,True,"(3, 3)",True,2
21,19,11.748896598815918,214,205,Intermediate (16x16),18x18,True,"(3, 3)",True,2
21,16,12.686307668685913,220,207,Intermediate (16x16),18x18,True,"(3, 3)",True,2
25,22,1.1561384201049805,82,78,Beginner (9x9),11x11,True,"(3, 3)",True,1
18,15,14.88922643661499,221,207,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,23,1.0311567783355713,73,71,Beginner (9x9),11x11,True,"(3, 3)",True,1
23,19,12.670682907104492,226,219,Intermediate (16x16),18x18,True,"(3, 3)",True,2
23,18,11.483293771743774,219,211,Intermediate (16x16),18x18,True,"(3, 3)",True,2
25,22,1.3592462539672852,84,82,Beginner (9x9),11x11,True,"(3, 3)",True,1
18,16,35.10606908798218,206,194,Intermediate (16x16),18x18,True,"(3, 3)",True,2
22,20,36.24658918380737,221,213,Intermediate (16x16),18x18,True,"(3, 3)",True,2
22,15,33.01251697540283,206,197,Intermediate (16x16),18x18,True,"(3, 3)",True,2
22,17,11.12395167350769,202,193,Intermediate (16x16),18x18,True,"(3, 3)",True,2
22,17,38.87134313583374,227,218,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,23,1.5623540878295898,99,96,Beginner (9x9),11x11,True,"(3, 3)",True,1
25,25,3.7965149879455566,80,80,Beginner (9x9),11x11,True,"(3, 3)",True,1
23,20,38.68385648727417,224,221,Intermediate (16x16),18x18,True,"(3, 3)",True,2
22,22,3.09346079826355,72,68,Beginner (9x9),11x11,True,"(3, 3)",True,1
25,19,37.77769207954407,208,198,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,22,3.921506404876709,93,91,Beginner (9x9),11x11,True,"(3, 3)",True,1
21,16,34.69985795021057,218,207,Intermediate (16x16),18x18,True,"(3, 3)",True,2
9,1,77.02400183677673,494,438,Expert (16x30),18x32,True,"(3, 3)",True,3
23,22,1.296752691268921,93,90,Beginner (9x9),11x11,True,"(3, 3)",True,1
8,4,77.47708296775818,511,457,Expert (16x30),18x32,True,"(3, 3)",True,3
22,20,40.402446269989014,206,198,Intermediate (16x16),18x18,True,"(3, 3)",True,2
10,5,66.21251368522644,456,429,Expert (16x30),18x32,True,"(3, 3)",True,3
23,18,33.35623264312744,233,224,Intermediate (16x16),18x18,True,"(3, 3)",True,2
21,19,43.21468114852905,207,189,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,21,4.655809164047241,103,99,Beginner (9x9),11x11,True,"(3, 3)",True,1
8,3,86.7730803489685,468,410,Expert (16x30),18x32,True,"(3, 3)",True,3
23,20,3.765272378921509,75,70,Beginner (9x9),11x11,True,"(3, 3)",True,1
19,15,10.983338356018066,202,189,Intermediate (16x16),18x18,True,"(3, 3)",True,2
22,17,11.327059268951416,217,208,Intermediate (16x16),18x18,True,"(3, 3)",True,2
23,21,4.327716827392578,90,85,Beginner (9x9),11x11,True,"(3, 3)",True,1
24,23,2.8122336864471436,73,71,Beginner (9x9),11x11,True,"(3, 3)",True,1
8,4,98.35011720657349,466,403,Expert (16x30),18x32,True,"(3, 3)",True,3
19,16,12.280095100402832,234,225,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,24,1.0780210494995117,78,77,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,2,67.99359726905823,420,371,Expert (16x30),18x32,True,"(3, 3)",True,3
11,5,92.33505010604858,549,493,Expert (16x30),18x32,True,"(3, 3)",True,3
24,24,1.0311567783355713,84,83,Beginner (9x9),11x11,True,"(3, 3)",True,1
20,19,12.873790264129639,219,208,Intermediate (16x16),18x18,True,"(3, 3)",True,2
10,6,89.25721788406372,528,476,Expert (16x30),18x32,True,"(3, 3)",True,3
25,23,1.3748719692230225,84,81,Beginner (9x9),11x11,True,"(3, 3)",True,1
18,18,10.717740535736084,195,186,Intermediate (16x16),18x18,True,"(3, 3)",True,2
22,16,37.88705897331238,226,215,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,22,3.968374252319336,84,79,Beginner (9x9),11x11,True,"(3, 3)",True,1
18,17,11.170823812484741,211,202,Intermediate (16x16),18x18,True,"(3, 3)",True,2
22,19,44.32395124435425,205,188,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,21,5.015152215957642,95,92,Beginner (9x9),11x11,True,"(3, 3)",True,1
8,3,74.89919471740723,454,395,Expert (16x30),18x32,True,"(3, 3)",True,3
7,3,71.99322056770325,439,389,Expert (16x30),18x32,True,"(3, 3)",True,3
22,16,53.51058340072632,245,225,Intermediate (16x16),18x18,True,"(3, 3)",True,2
22,22,1.2967538833618164,82,79,Beginner (9x9),11x11,True,"(3, 3)",True,1
7,3,89.74154925346375,456,411,Expert (16x30),18x32,True,"(3, 3)",True,3
7,3,94.38173818588257,517,470,Expert (16x30),18x32,True,"(3, 3)",True,3
25,24,0.9686601161956787,75,74,Beginner (9x9),11x11,True,"(3, 3)",True,1
21,16,44.15209364891052,224,207,Intermediate (16x16),18x18,True,"(3, 3)",True,2
11,4,71.5088906288147,469,427,Expert (16x30),18x32,True,"(3, 3)",True,3
7,6,92.77251696586609,460,397,Expert (16x30),18x32,True,"(3, 3)",True,3
24,21,3.0622122287750244,78,74,Beginner (9x9),11x11,True,"(3, 3)",True,1
21,20,10.998964548110962,195,190,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,23,3.3590569496154785,74,69,Beginner (9x9),11x11,True,"(3, 3)",True,1
21,18,11.155198335647583,200,195,Intermediate (16x16),18x18,True,"(3, 3)",True,2
23,20,1.5779767036437988,94,89,Beginner (9x9),11x11,True,"(3, 3)",True,1
20,18,12.483203172683716,208,199,Intermediate (16x16),18x18,True,"(3, 3)",True,2
7,3,209.30841445922852,448,405,Expert (16x30),18x32,True,"(3, 3)",True,3
11,4,83.30465602874756,494,447,Expert (16x30),18x32,True,"(3, 3)",True,3
25,23,3.0934576988220215,85,83,Beginner (9x9),11x11,True,"(3, 3)",True,1
19,17,11.248943328857422,216,207,Intermediate (16x16),18x18,True,"(3, 3)",True,2
25,23,1.234257698059082,94,92,Beginner (9x9),11x11,True,"(3, 3)",True,1
24,17,42.60536170005798,238,227,Intermediate (16x16),18x18,True,"(3, 3)",True,2
22,18,14.201786518096924,237,227,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,24,1.0311524868011475,73,72,Beginner (9x9),11x11,True,"(3, 3)",True,1
20,17,15.81101107597351,243,231,Intermediate (16x16),18x18,True,"(3, 3)",True,2
9,6,232.2750060558319,466,421,Expert (16x30),18x32,True,"(3, 3)",True,3
24,21,3.187199592590332,86,82,Beginner (9x9),11x11,True,"(3, 3)",True,1
22,21,11.311435461044312,208,200,Intermediate (16x16),18x18,True,"(3, 3)",True,2
9,4,124.94136023521423,547,463,Expert (16x30),18x32,True,"(3, 3)",True,3
25,22,2.077928066253662,105,98,Beginner (9x9),11x11,True,"(3, 3)",True,1
13,5,90.56960010528564,517,468,Expert (16x30),18x32,True,"(3, 3)",True,3
12,5,70.57147789001465,477,428,Expert (16x30),18x32,True,"(3, 3)",True,3
25,23,1.0936453342437744,81,79,Beginner (9x9),11x11,True,"(3, 3)",True,1
24,19,12.155104637145996,228,220,Intermediate (16x16),18x18,True,"(3, 3)",True,2
6,2,248.53909468650818,455,410,Expert (16x30),18x32,True,"(3, 3)",True,3
23,21,3.7965168952941895,89,83,Beginner (9x9),11x11,True,"(3, 3)",True,1
10,3,83.33590126037598,491,449,Expert (16x30),18x32,True,"(3, 3)",True,3
22,21,11.014591455459595,202,196,Intermediate (16x16),18x18,True,"(3, 3)",True,2
25,24,0.999903678894043,78,77,Beginner (9x9),11x11,True,"(3, 3)",True,1
9,3,262.4127902984619,479,423,Expert (16x30),18x32,True,"(3, 3)",True,3
7,2,76.49279475212097,473,419,Expert (16x30),18x32,True,"(3, 3)",True,3
25,21,1.2967555522918701,84,81,Beginner (9x9),11x11,True,"(3, 3)",True,1
20,18,38.715104818344116,232,220,Intermediate (16x16),18x18,True,"(3, 3)",True,2
20,17,13.12376618385315,213,201,Intermediate (16x16),18x18,True,"(3, 3)",True,2
25,24,1.10927152633667,85,82,Beginner (9x9),11x11,True,"(3, 3)",True,1
23,21,12.780046939849854,222,215,Intermediate (16x16),18x18,True,"(3, 3)",True,2
12,1,278.0050747394562,517,452,Expert (16x30),18x32,True,"(3, 3)",True,3
5,4,202.52780413627625,440,407,Expert (16x30),18x32,True,"(3, 3)",True,3
22,21,3.6871538162231445,79,74,Beginner (9x9),11x11,True,"(3, 3)",True,1
10,6,250.72638940811157,472,414,Expert (16x30),18x32,True,"(3, 3)",True,3
25,25,2.921597480773926,83,83,Beginner (9x9),11x11,True,"(3, 3)",True,1
25,19,13.81119966506958,205,192,Intermediate (16x16),18x18,True,"(3, 3)",True,2
21,16,42.80847454071045,219,203,Intermediate (16x16),18x18,True,"(3, 3)",True,2
7,1,73.9305431842804,401,345,Expert (16x30),18x32,True,"(3, 3)",True,3
25,23,2.9528493881225586,84,82,Beginner (9x9),11x11,True,"(3, 3)",True,1
8,2,109.44282865524292,506,435,Expert (16x30),18x32,True,"(3, 3)",True,3
23,21,1.0311496257781982,84,80,Beginner (9x9),11x11,True,"(3, 3)",True,1
11,4,315.64216113090515,532,479,Expert (16x30),18x32,True,"(3, 3)",True,3
22,17,11.795770645141602,203,194,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,22,1.0936493873596191,84,82,Beginner (9x9),11x11,True,"(3, 3)",True,1
22,21,34.856101989746094,208,207,Intermediate (16x16),18x18,True,"(3, 3)",True,2
10,8,75.63351559638977,393,355,Expert (16x30),18x32,True,"(3, 3)",True,3
25,25,1.2342615127563477,80,80,Beginner (9x9),11x11,True,"(3, 3)",True,1
19,17,12.483206510543823,211,202,Intermediate (16x16),18x18,True,"(3, 3)",True,2
23,19,37.6527214050293,224,216,Intermediate (16x16),18x18,True,"(3, 3)",True,2
25,23,3.327812910079956,84,82,Beginner (9x9),11x11,True,"(3, 3)",True,1
21,16,10.96771788597107,219,207,Intermediate (16x16),18x18,True,"(3, 3)",True,2
22,19,14.045556545257568,235,228,Intermediate (16x16),18x18,True,"(3, 3)",True,2
24,23,0.9530394077301025,75,73,Beginner (9x9),11x11,True,"(3, 3)",True,1
