wins,wins_without_guess,time_elapsed,samples_considered,samples_with_solutions,difficulty,sample_size,use_num_mines_constraint,first_click_pos,first_click_is_zero,parameters_id
4,4,0.21872878074645996,16,15,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,5,0.3124699592590332,16,16,Beginner (9x9),11x11,True,"(3, 3)",True,1
3,3,0.2812232971191406,19,17,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,5,0.3437213897705078,20,20,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,5,0.359344482421875,19,19,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,4,0.3593435287475586,20,18,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,5,0.2968463897705078,12,12,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,5,0.5468223094940186,15,15,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,5,0.3593432903289795,14,14,Beginner (9x9),11x11,True,"(3, 3)",True,1
4,4,2.1716723442077637,36,35,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,5,0.24997639656066895,17,17,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,5,2.5310134887695312,46,46,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,4,2.6091299057006836,40,39,Intermediate (16x16),18x18,True,"(3, 3)",True,2
4,2,2.484142541885376,48,46,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,4,0.23435378074645996,19,18,Beginner (9x9),11x11,True,"(3, 3)",True,1
3,3,2.921595811843872,40,39,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,4,0.4843308925628662,21,20,Beginner (9x9),11x11,True,"(3, 3)",True,1
4,4,2.1091737747192383,44,43,Intermediate (16x16),18x18,True,"(3, 3)",True,2
4,4,4.765175819396973,49,49,Intermediate (16x16),18x18,True,"(3, 3)",True,2
3,3,2.3435280323028564,47,44,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,5,0.6093153953552246,17,17,Beginner (9x9),11x11,True,"(3, 3)",True,1
5,4,2.406020164489746,44,43,Intermediate (16x16),18x18,True,"(3, 3)",True,2
4,4,0.156235933303833,16,15,Beginner (9x9),11x11,True,"(3, 3)",True,1
4,3,2.6716184616088867,45,41,Intermediate (16x16),18x18,True,"(3, 3)",True,2
4,4,6.546252250671387,35,31,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,4,0.593693733215332,16,15,Beginner (9x9),11x11,True,"(3, 3)",True,1
4,4,8.889785289764404,52,48,Intermediate (16x16),18x18,True,"(3, 3)",True,2
5,5,2.76536226272583,45,45,Intermediate (16x16),18x18,True,"(3, 3)",True,2
4,3,0.21872901916503906,16,14,Beginner (9x9),11x11,True,"(3, 3)",True,1
