batch_size,num_processes,time_elapsed
1,8,1165.24360871315
1,10,1120.6152837276459
1,12,1060.0857729911804
1,14,1055.6712653636932
5,8,1137.6984388828278
5,10,1116.5508122444153
5,12,1047.4076664447784
5,14,1043.3340065479279
25,8,1160.4809033870697
25,10,1107.3339562416077
25,12,1062.1697249412537
25,14,1060.1879224777222
100,8,1224.0434341430664
100,10,1175.3493762016296
100,12,1105.459487915039
100,14,1108.9873917102814
